scene_id,disaster,origin,split,n_usable,img_pre,img_post,lab_post
hurricane-matthew_00000342,hurricane-matthew,hold,test_id,10,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000342_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000342_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-matthew_00000342_post_disaster.json
hurricane-matthew_00000344,hurricane-matthew,hold,test_id,18,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000344_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000344_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-matthew_00000344_post_disaster.json
hurricane-matthew_00000359,hurricane-matthew,hold,test_id,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000359_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000359_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-matthew_00000359_post_disaster.json
hurricane-matthew_00000371,hurricane-matthew,hold,test_id,13,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000371_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000371_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-matthew_00000371_post_disaster.json
hurricane-matthew_00000374,hurricane-matthew,hold,test_id,18,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000374_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-matthew_00000374_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-matthew_00000374_post_disaster.json
hurricane-matthew_00000383,hurricane-matthew,test,test_id,56,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-matthew_00000383_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-matthew_00000383_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-matthew_00000383_post_disaster.json
hurricane-michael_00000019,hurricane-michael,test,test_id,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000019_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000019_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000019_post_disaster.json
hurricane-michael_00000032,hurricane-michael,test,test_id,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000032_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000032_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000032_post_disaster.json
hurricane-michael_00000042,hurricane-michael,test,test_id,125,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000042_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000042_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000042_post_disaster.json
hurricane-michael_00000063,hurricane-michael,hold,test_id,85,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000063_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000063_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000063_post_disaster.json
hurricane-michael_00000064,hurricane-michael,hold,test_id,62,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000064_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000064_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000064_post_disaster.json
hurricane-michael_00000069,hurricane-michael,test,test_id,87,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000069_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000069_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000069_post_disaster.json
hurricane-michael_00000071,hurricane-michael,test,test_id,21,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000071_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000071_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000071_post_disaster.json
hurricane-michael_00000082,hurricane-michael,test,test_id,85,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000082_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000082_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000082_post_disaster.json
hurricane-michael_00000086,hurricane-michael,hold,test_id,6,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000086_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000086_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000086_post_disaster.json
hurricane-michael_00000105,hurricane-michael,test,test_id,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000105_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000105_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000105_post_disaster.json
hurricane-michael_00000107,hurricane-michael,test,test_id,39,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000107_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000107_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000107_post_disaster.json
hurricane-michael_00000111,hurricane-michael,hold,test_id,24,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000111_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000111_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000111_post_disaster.json
hurricane-michael_00000117,hurricane-michael,hold,test_id,35,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000117_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000117_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000117_post_disaster.json
hurricane-michael_00000126,hurricane-michael,hold,test_id,15,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000126_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000126_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000126_post_disaster.json
hurricane-michael_00000129,hurricane-michael,test,test_id,120,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000129_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000129_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000129_post_disaster.json
hurricane-michael_00000131,hurricane-michael,hold,test_id,8,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000131_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000131_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000131_post_disaster.json
hurricane-michael_00000139,hurricane-michael,test,test_id,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000139_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000139_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000139_post_disaster.json
hurricane-michael_00000140,hurricane-michael,hold,test_id,80,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000140_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000140_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000140_post_disaster.json
hurricane-michael_00000163,hurricane-michael,test,test_id,98,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000163_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000163_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000163_post_disaster.json
hurricane-michael_00000171,hurricane-michael,hold,test_id,83,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000171_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000171_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000171_post_disaster.json
hurricane-michael_00000173,hurricane-michael,hold,test_id,124,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000173_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000173_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000173_post_disaster.json
hurricane-michael_00000182,hurricane-michael,test,test_id,92,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000182_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000182_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000182_post_disaster.json
hurricane-michael_00000193,hurricane-michael,test,test_id,31,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000193_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000193_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000193_post_disaster.json
hurricane-michael_00000194,hurricane-michael,hold,test_id,98,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000194_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000194_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000194_post_disaster.json
hurricane-michael_00000197,hurricane-michael,test,test_id,75,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000197_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000197_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000197_post_disaster.json
hurricane-michael_00000198,hurricane-michael,test,test_id,75,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000198_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000198_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000198_post_disaster.json
hurricane-michael_00000201,hurricane-michael,hold,test_id,68,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000201_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000201_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000201_post_disaster.json
hurricane-michael_00000221,hurricane-michael,hold,test_id,37,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000221_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000221_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000221_post_disaster.json
hurricane-michael_00000223,hurricane-michael,hold,test_id,85,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000223_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000223_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000223_post_disaster.json
hurricane-michael_00000237,hurricane-michael,hold,test_id,129,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000237_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000237_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000237_post_disaster.json
hurricane-michael_00000254,hurricane-michael,test,test_id,87,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000254_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000254_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000254_post_disaster.json
hurricane-michael_00000264,hurricane-michael,test,test_id,160,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000264_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000264_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000264_post_disaster.json
hurricane-michael_00000280,hurricane-michael,hold,test_id,55,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000280_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000280_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000280_post_disaster.json
hurricane-michael_00000282,hurricane-michael,hold,test_id,41,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000282_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000282_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000282_post_disaster.json
hurricane-michael_00000288,hurricane-michael,hold,test_id,45,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000288_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000288_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000288_post_disaster.json
hurricane-michael_00000317,hurricane-michael,hold,test_id,173,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000317_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000317_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000317_post_disaster.json
hurricane-michael_00000332,hurricane-michael,hold,test_id,14,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000332_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000332_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000332_post_disaster.json
hurricane-michael_00000336,hurricane-michael,hold,test_id,43,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000336_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000336_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000336_post_disaster.json
hurricane-michael_00000350,hurricane-michael,hold,test_id,69,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000350_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000350_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000350_post_disaster.json
hurricane-michael_00000368,hurricane-michael,test,test_id,95,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000368_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000368_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000368_post_disaster.json
hurricane-michael_00000372,hurricane-michael,test,test_id,49,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000372_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000372_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000372_post_disaster.json
hurricane-michael_00000374,hurricane-michael,hold,test_id,110,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000374_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000374_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000374_post_disaster.json
hurricane-michael_00000383,hurricane-michael,hold,test_id,127,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000383_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000383_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000383_post_disaster.json
hurricane-michael_00000394,hurricane-michael,hold,test_id,130,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000394_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000394_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000394_post_disaster.json
hurricane-michael_00000414,hurricane-michael,test,test_id,32,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000414_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000414_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000414_post_disaster.json
hurricane-michael_00000420,hurricane-michael,test,test_id,69,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000420_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000420_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000420_post_disaster.json
hurricane-michael_00000423,hurricane-michael,hold,test_id,21,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000423_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000423_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000423_post_disaster.json
hurricane-michael_00000437,hurricane-michael,test,test_id,71,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000437_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000437_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000437_post_disaster.json
hurricane-michael_00000438,hurricane-michael,hold,test_id,122,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000438_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000438_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000438_post_disaster.json
hurricane-michael_00000445,hurricane-michael,hold,test_id,17,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000445_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000445_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000445_post_disaster.json
hurricane-michael_00000448,hurricane-michael,hold,test_id,159,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000448_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000448_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000448_post_disaster.json
hurricane-michael_00000457,hurricane-michael,hold,test_id,135,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000457_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000457_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000457_post_disaster.json
hurricane-michael_00000459,hurricane-michael,test,test_id,96,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000459_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000459_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000459_post_disaster.json
hurricane-michael_00000468,hurricane-michael,test,test_id,107,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000468_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000468_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000468_post_disaster.json
hurricane-michael_00000469,hurricane-michael,hold,test_id,100,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000469_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000469_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000469_post_disaster.json
hurricane-michael_00000478,hurricane-michael,test,test_id,90,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000478_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000478_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000478_post_disaster.json
hurricane-michael_00000483,hurricane-michael,hold,test_id,42,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000483_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000483_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000483_post_disaster.json
hurricane-michael_00000506,hurricane-michael,hold,test_id,16,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000506_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000506_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000506_post_disaster.json
hurricane-michael_00000510,hurricane-michael,hold,test_id,53,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000510_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-michael_00000510_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-michael_00000510_post_disaster.json
hurricane-michael_00000518,hurricane-michael,test,test_id,142,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000518_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-michael_00000518_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-michael_00000518_post_disaster.json
