scene_id,disaster,split,unc_frac,occ_score,occlusion_flag
moore-tornado_00000032,moore-tornado,train,0.0,0.11979592319154182,False
moore-tornado_00000037,moore-tornado,train,0.0,-0.06766047803503288,False
moore-tornado_00000040,moore-tornado,train,0.2,-0.009020911774427154,False
moore-tornado_00000048,moore-tornado,val,0.06493506493506493,0.05962262323930698,False
moore-tornado_00000073,moore-tornado,val,0.018518518518518517,0.04294844085535926,False
moore-tornado_00000084,moore-tornado,val,0.3333333333333333,0.34951094342739214,False
moore-tornado_00000108,moore-tornado,train,0.2,0.4263930051824289,False
moore-tornado_00000135,moore-tornado,train,,0.6796847100129415,False
moore-tornado_00000143,moore-tornado,train,0.2535211267605634,0.2588600499876026,False
moore-tornado_00000160,moore-tornado,val,0.0,0.09755803041679018,False
moore-tornado_00000171,moore-tornado,val,0.0,-0.3066574663164892,False
moore-tornado_00000186,moore-tornado,train,,0.2101972477692248,False
moore-tornado_00000197,moore-tornado,val,0.0,0.23082671415522704,False
moore-tornado_00000213,moore-tornado,val,0.13636363636363635,-0.11649092025190473,False
moore-tornado_00000220,moore-tornado,train,,0.3515105514266359,False
moore-tornado_00000223,moore-tornado,val,,0.3021293281186477,False
nepal-flooding_00000003,nepal-flooding,train,0.0,-0.13939403345671347,False
nepal-flooding_00000024,nepal-flooding,val,,0.019728586057239234,False
nepal-flooding_00000059,nepal-flooding,train,0.3684210526315789,0.6463969424399061,False
nepal-flooding_00000081,nepal-flooding,train,,0.05952955870299545,False
nepal-flooding_00000103,nepal-flooding,val,,-0.17556393330418635,False
nepal-flooding_00000110,nepal-flooding,train,0.35714285714285715,0.3774571951342134,False
nepal-flooding_00000116,nepal-flooding,val,0.7,0.4709282413427878,False
nepal-flooding_00000132,nepal-flooding,train,0.7333333333333333,-0.13187027167362048,False
nepal-flooding_00000134,nepal-flooding,train,0.3,0.6025278006664343,False
nepal-flooding_00000150,nepal-flooding,train,0.5,-0.2618867485805533,False
nepal-flooding_00000159,nepal-flooding,train,0.5151515151515151,0.015707104228047775,False
nepal-flooding_00000160,nepal-flooding,val,0.07407407407407407,0.7912972621428938,False
nepal-flooding_00000163,nepal-flooding,val,0.0,0.2272703740308165,False
nepal-flooding_00000172,nepal-flooding,train,0.3,-0.09690518436917539,False
nepal-flooding_00000205,nepal-flooding,val,0.04,0.4468877313940497,False
nepal-flooding_00000208,nepal-flooding,train,,0.47221970121624945,False
nepal-flooding_00000234,nepal-flooding,train,0.0,0.13789765999631326,False
nepal-flooding_00000237,nepal-flooding,val,,0.018625162150523122,False
nepal-flooding_00000249,nepal-flooding,train,0.02727272727272727,-0.3742290337917069,False
nepal-flooding_00000267,nepal-flooding,train,0.0,-0.1880906020550869,False
nepal-flooding_00000273,nepal-flooding,train,0.20588235294117646,-0.3326784456882955,False
nepal-flooding_00000278,nepal-flooding,val,,0.1552113503582298,False
nepal-flooding_00000288,nepal-flooding,val,0.0,-0.10911358964469928,False
nepal-flooding_00000298,nepal-flooding,train,0.022727272727272728,-0.14469927002160643,False
nepal-flooding_00000312,nepal-flooding,train,0.21951219512195122,-0.2602926161898159,False
nepal-flooding_00000330,nepal-flooding,train,,0.47076607813885907,False
nepal-flooding_00000336,nepal-flooding,train,0.26666666666666666,0.2715680639997292,False
nepal-flooding_00000340,nepal-flooding,val,0.0,-0.18654136372306962,False
nepal-flooding_00000392,nepal-flooding,train,0.0,-0.5283332182533595,False
nepal-flooding_00000405,nepal-flooding,val,,1.1084736606677483,False
nepal-flooding_00000418,nepal-flooding,val,0.2134670487106017,-0.7378607851560266,False
nepal-flooding_00000428,nepal-flooding,val,0.02631578947368421,0.04629206787228682,False
nepal-flooding_00000431,nepal-flooding,train,0.05970149253731343,-0.008637269766171867,False
nepal-flooding_00000445,nepal-flooding,train,0.25,0.7426458938289003,False
nepal-flooding_00000457,nepal-flooding,train,0.0,-0.26562350526227496,False
nepal-flooding_00000468,nepal-flooding,train,,0.2379596241630189,False
nepal-flooding_00000472,nepal-flooding,train,0.4166666666666667,0.2628825779791034,False
nepal-flooding_00000514,nepal-flooding,train,0.28,-0.6194410357953348,False
nepal-flooding_00000534,nepal-flooding,train,0.5,0.5860853993025746,False
nepal-flooding_00000579,nepal-flooding,train,0.20689655172413793,0.44122310443442264,False
nepal-flooding_00000597,nepal-flooding,train,0.028037383177570093,-0.13290834232060258,False
nepal-flooding_00000598,nepal-flooding,train,0.3,0.8251958724809579,False
nepal-flooding_00000604,nepal-flooding,train,0.25,-0.07143641334298044,False
nepal-flooding_00000610,nepal-flooding,train,0.8288770053475936,-0.3138676586131912,False
nepal-flooding_00000613,nepal-flooding,train,0.3076923076923077,0.0018753198895536394,False
palu-tsunami_00000010,palu-tsunami,test_id,0.0,-0.5220280736540068,False
palu-tsunami_00000011,palu-tsunami,train,0.22048997772828507,-0.535665182158703,False
palu-tsunami_00000037,palu-tsunami,test_id,0.009615384615384616,-0.520631627440026,False
palu-tsunami_00000046,palu-tsunami,test_id,0.1111111111111111,-0.08953848077851811,False
palu-tsunami_00000048,palu-tsunami,val,0.0,-0.7913268194900978,False
palu-tsunami_00000099,palu-tsunami,val,0.0,0.04559608947531554,False
palu-tsunami_00000139,palu-tsunami,test_id,0.0,-0.07695708373296808,False
palu-tsunami_00000165,palu-tsunami,test_id,0.0,-0.08666111298670566,False
palu-tsunami_00000194,palu-tsunami,test_id,,0.10728416217819944,False
pinery-bushfire_00000009,pinery-bushfire,test_ood,0.25,-0.15047868524453314,False
pinery-bushfire_00000023,pinery-bushfire,test_ood,,0.4296576733261918,False
pinery-bushfire_00000025,pinery-bushfire,test_ood,0.2857142857142857,0.1565537870619783,False
pinery-bushfire_00000031,pinery-bushfire,test_ood,,0.2488024226562966,False
pinery-bushfire_00000032,pinery-bushfire,test_ood,0.3142857142857143,0.15490031830287712,False
pinery-bushfire_00000096,pinery-bushfire,test_ood,,-0.2957807800042922,False
pinery-bushfire_00000127,pinery-bushfire,test_ood,0.2,-0.6843761877589689,False
pinery-bushfire_00000132,pinery-bushfire,test_ood,,0.585365708276834,False
pinery-bushfire_00000134,pinery-bushfire,test_ood,0.6428571428571429,0.15522010721374446,False
pinery-bushfire_00000198,pinery-bushfire,test_ood,,0.668205508244625,False
pinery-bushfire_00000208,pinery-bushfire,test_ood,,0.18653896018426774,False
pinery-bushfire_00000210,pinery-bushfire,test_ood,0.3191489361702128,-0.3244994961013421,False
pinery-bushfire_00000230,pinery-bushfire,test_ood,,0.32100758621076375,False
pinery-bushfire_00000233,pinery-bushfire,test_ood,,0.5303290481228751,False
pinery-bushfire_00000239,pinery-bushfire,test_ood,,0.6790290402401821,False
pinery-bushfire_00000265,pinery-bushfire,test_ood,0.2,0.19698124540354617,False
pinery-bushfire_00000296,pinery-bushfire,test_ood,0.18518518518518517,0.09633956748378962,False
pinery-bushfire_00000381,pinery-bushfire,test_ood,,0.13336132544595755,False
pinery-bushfire_00000393,pinery-bushfire,test_ood,,0.4877654309197754,False
pinery-bushfire_00000431,pinery-bushfire,test_ood,0.19230769230769232,-0.19202372659456174,False
pinery-bushfire_00000432,pinery-bushfire,test_ood,,0.06745672917064155,False
pinery-bushfire_00000446,pinery-bushfire,test_ood,0.2857142857142857,0.0009825854411260326,False
pinery-bushfire_00000465,pinery-bushfire,test_ood,,0.5123589319175039,False
pinery-bushfire_00000535,pinery-bushfire,test_ood,0.13793103448275862,-0.5521208192458701,False
pinery-bushfire_00000544,pinery-bushfire,test_ood,,0.2586794706022316,False
pinery-bushfire_00000559,pinery-bushfire,test_ood,0.2857142857142857,0.12216330843808762,False
pinery-bushfire_00000562,pinery-bushfire,test_ood,0.375,0.38728903324721564,False
pinery-bushfire_00000611,pinery-bushfire,test_ood,,0.585148496870362,False
pinery-bushfire_00000613,pinery-bushfire,test_ood,0.2692307692307692,-0.594928281035155,False
pinery-bushfire_00000675,pinery-bushfire,test_ood,0.6666666666666666,0.07728958297082769,False
pinery-bushfire_00000707,pinery-bushfire,test_ood,0.3076923076923077,-0.14413356407138214,False
pinery-bushfire_00000755,pinery-bushfire,test_ood,,-0.2792463103902891,False
pinery-bushfire_00000782,pinery-bushfire,test_ood,0.3333333333333333,-0.216624791103665,False
pinery-bushfire_00000789,pinery-bushfire,test_ood,0.22727272727272727,0.1915302490941758,False
pinery-bushfire_00000846,pinery-bushfire,test_ood,0.25,-0.11144710853864462,False
pinery-bushfire_00000864,pinery-bushfire,test_ood,,-1.3059951644709191,False
pinery-bushfire_00000897,pinery-bushfire,test_ood,0.2,-0.03809861022783632,False
pinery-bushfire_00000964,pinery-bushfire,test_ood,,0.1837243649831441,False
pinery-bushfire_00001010,pinery-bushfire,test_ood,,-1.2400739562269927,False
pinery-bushfire_00001084,pinery-bushfire,test_ood,,0.3682546706791418,False
pinery-bushfire_00001129,pinery-bushfire,test_ood,0.1,0.39448879523919894,False
pinery-bushfire_00001144,pinery-bushfire,test_ood,,-0.3032975630019101,False
pinery-bushfire_00001174,pinery-bushfire,test_ood,,-0.45216678560936585,False
pinery-bushfire_00001176,pinery-bushfire,test_ood,0.2,0.081161648930876,False
pinery-bushfire_00001235,pinery-bushfire,test_ood,,-0.10226396844754837,False
pinery-bushfire_00001242,pinery-bushfire,test_ood,,0.5084834663490494,False
pinery-bushfire_00001244,pinery-bushfire,test_ood,,-0.14263004016999886,False
pinery-bushfire_00001258,pinery-bushfire,test_ood,0.25,0.21084433121884694,False
pinery-bushfire_00001315,pinery-bushfire,test_ood,,-0.30148768375340207,False
pinery-bushfire_00001337,pinery-bushfire,test_ood,0.2222222222222222,-0.09127849138834215,False
pinery-bushfire_00001409,pinery-bushfire,test_ood,0.3333333333333333,-0.3811881206620459,False
pinery-bushfire_00001462,pinery-bushfire,test_ood,0.2,-0.14371803501881497,False
pinery-bushfire_00001480,pinery-bushfire,test_ood,,0.3831489068360634,False
pinery-bushfire_00001485,pinery-bushfire,test_ood,,-0.01986077799562474,False
pinery-bushfire_00001507,pinery-bushfire,test_ood,0.5384615384615384,-0.04559471326186884,False
pinery-bushfire_00001513,pinery-bushfire,test_ood,,-0.3512144763649752,False
pinery-bushfire_00001554,pinery-bushfire,test_ood,,0.7610131538035623,False
pinery-bushfire_00001665,pinery-bushfire,test_ood,,0.23248001932345427,False
pinery-bushfire_00001702,pinery-bushfire,test_ood,,0.2963397467827048,False
pinery-bushfire_00001765,pinery-bushfire,test_ood,,-0.158468212260896,False
portugal-wildfire_00000057,portugal-wildfire,test_ood,,0.09512846486872324,False
portugal-wildfire_00000076,portugal-wildfire,test_ood,0.1,-0.11982387643246208,False
portugal-wildfire_00000093,portugal-wildfire,test_ood,0.23076923076923078,-0.44194760684298273,False
portugal-wildfire_00000123,portugal-wildfire,test_ood,0.23076923076923078,-0.4529026648409708,False
portugal-wildfire_00000136,portugal-wildfire,test_ood,0.21739130434782608,-0.3461690855280169,False
portugal-wildfire_00000168,portugal-wildfire,test_ood,0.8181818181818182,0.01741163985848017,False
portugal-wildfire_00000179,portugal-wildfire,test_ood,,-0.020491014082405168,False
portugal-wildfire_00000208,portugal-wildfire,test_ood,0.05,-0.35587774530759503,False
portugal-wildfire_00000249,portugal-wildfire,test_ood,,-0.011686602281289232,False
portugal-wildfire_00000288,portugal-wildfire,test_ood,0.2,-0.17920363660423688,False
portugal-wildfire_00000310,portugal-wildfire,test_ood,0.2,-0.17201965501252392,False
portugal-wildfire_00000380,portugal-wildfire,test_ood,,-0.027308362975490164,False
portugal-wildfire_00000388,portugal-wildfire,test_ood,,0.20838563011025413,False
portugal-wildfire_00000494,portugal-wildfire,test_ood,0.2,0.07120302990249808,False
portugal-wildfire_00000496,portugal-wildfire,test_ood,0.3125,0.07194737023897943,False
portugal-wildfire_00000521,portugal-wildfire,test_ood,0.5,-0.25701374641095054,False
portugal-wildfire_00000525,portugal-wildfire,test_ood,,-0.11301058528076759,False
portugal-wildfire_00000531,portugal-wildfire,test_ood,0.42105263157894735,-0.300889921050448,False
portugal-wildfire_00000594,portugal-wildfire,test_ood,0.2727272727272727,0.4642485779461867,False
portugal-wildfire_00000595,portugal-wildfire,test_ood,,0.32059096076900545,False
portugal-wildfire_00000612,portugal-wildfire,test_ood,0.047619047619047616,0.13602919959467571,False
portugal-wildfire_00000695,portugal-wildfire,test_ood,,0.24520619420559006,False
portugal-wildfire_00000713,portugal-wildfire,test_ood,0.2727272727272727,-0.11525293910810819,False
portugal-wildfire_00000714,portugal-wildfire,test_ood,0.26666666666666666,-0.001957187927493713,False
portugal-wildfire_00000764,portugal-wildfire,test_ood,0.3,-0.006662067104133362,False
portugal-wildfire_00000784,portugal-wildfire,test_ood,0.16981132075471697,-0.2904537808766598,False
portugal-wildfire_00000790,portugal-wildfire,test_ood,0.42857142857142855,-0.04854406555742867,False
portugal-wildfire_00000801,portugal-wildfire,test_ood,,-0.00861605068657624,False
portugal-wildfire_00000906,portugal-wildfire,test_ood,0.29411764705882354,-0.27412777478463635,False
portugal-wildfire_00001002,portugal-wildfire,test_ood,,0.608619791343963,False
portugal-wildfire_00001057,portugal-wildfire,test_ood,0.2903225806451613,-0.12093881386676089,False
portugal-wildfire_00001098,portugal-wildfire,test_ood,0.027777777777777776,-1.0330986906151072,False
portugal-wildfire_00001232,portugal-wildfire,test_ood,,-0.035292645455077445,False
portugal-wildfire_00001250,portugal-wildfire,test_ood,,0.5319458328624946,False
portugal-wildfire_00001350,portugal-wildfire,test_ood,,0.4309453341234158,False
portugal-wildfire_00001352,portugal-wildfire,test_ood,,-0.05606765592788315,False
portugal-wildfire_00001366,portugal-wildfire,test_ood,,0.10698266567124526,False
portugal-wildfire_00001380,portugal-wildfire,test_ood,0.21428571428571427,0.08728393093920384,False
portugal-wildfire_00001418,portugal-wildfire,test_ood,,0.2889965954025975,False
portugal-wildfire_00001430,portugal-wildfire,test_ood,,0.17654605384104133,False
portugal-wildfire_00001468,portugal-wildfire,test_ood,,0.2851680993208451,False
portugal-wildfire_00001505,portugal-wildfire,test_ood,1.0,-0.29868442778952875,False
portugal-wildfire_00001647,portugal-wildfire,test_ood,,0.4287779540879001,False
portugal-wildfire_00001649,portugal-wildfire,test_ood,0.029411764705882353,-0.4630024930375992,False
portugal-wildfire_00001669,portugal-wildfire,test_ood,0.2,-0.042785017110270086,False
portugal-wildfire_00001674,portugal-wildfire,test_ood,0.043478260869565216,-0.2518287532975312,False
portugal-wildfire_00001690,portugal-wildfire,test_ood,0.2,0.11615591676776033,False
portugal-wildfire_00001715,portugal-wildfire,test_ood,,0.3169724356204251,False
portugal-wildfire_00001727,portugal-wildfire,test_ood,0.26666666666666666,-0.18201824381564524,False
portugal-wildfire_00001729,portugal-wildfire,test_ood,,0.3849972420364566,False
portugal-wildfire_00001773,portugal-wildfire,test_ood,,0.2214005654419402,False
santa-rosa-wildfire_00000141,santa-rosa-wildfire,test_ood,0.0,0.02344426066087857,False
santa-rosa-wildfire_00000307,santa-rosa-wildfire,test_ood,0.30434782608695654,-1.082198177250067,False
santa-rosa-wildfire_00000344,santa-rosa-wildfire,test_ood,0.0,-0.09591985521775231,False
santa-rosa-wildfire_00000368,santa-rosa-wildfire,test_ood,0.0,-0.08883731823886054,False
socal-fire_00000034,socal-fire,test_ood,,-0.12316736456246502,False
socal-fire_00000041,socal-fire,test_ood,0.5666666666666667,-0.5508156068883033,False
socal-fire_00000045,socal-fire,test_ood,1.0,-0.08795674019301175,False
socal-fire_00000046,socal-fire,test_ood,0.6666666666666666,-0.5019197417477352,False
socal-fire_00000048,socal-fire,test_ood,1.0,-0.25647271387295506,False
socal-fire_00000050,socal-fire,test_ood,0.3888888888888889,-0.16819557212307262,False
socal-fire_00000109,socal-fire,test_ood,0.2962962962962963,-0.1120450639072374,False
socal-fire_00000136,socal-fire,test_ood,0.23529411764705882,-0.21505381688739664,False
socal-fire_00000170,socal-fire,test_ood,0.26666666666666666,0.10139650427040128,False
socal-fire_00000179,socal-fire,test_ood,0.5833333333333334,0.47666270960265883,False
socal-fire_00000188,socal-fire,test_ood,0.2222222222222222,0.4008181941630408,False
socal-fire_00000189,socal-fire,test_ood,,0.6012167644665039,False
socal-fire_00000190,socal-fire,test_ood,0.42424242424242425,-0.3036615046362826,False
socal-fire_00000198,socal-fire,test_ood,0.6363636363636364,0.48470157441652045,False
socal-fire_00000199,socal-fire,test_ood,0.4411764705882353,-0.07640885351703088,False
socal-fire_00000245,socal-fire,test_ood,0.21428571428571427,0.022035037276683767,False
socal-fire_00000257,socal-fire,test_ood,0.7,-0.020807215396483836,False
socal-fire_00000320,socal-fire,test_ood,,0.6815364445874017,False
socal-fire_00000368,socal-fire,test_ood,0.29411764705882354,-0.09373872952672557,False
socal-fire_00000445,socal-fire,test_ood,,0.7033242649100164,False
socal-fire_00000516,socal-fire,test_ood,0.06666666666666667,0.5914311909446911,False
socal-fire_00000531,socal-fire,test_ood,0.21052631578947367,0.2373470981384669,False
socal-fire_00000652,socal-fire,test_ood,,-0.1205264955533612,False
socal-fire_00000669,socal-fire,test_ood,0.25,0.11091189865055201,False
socal-fire_00000756,socal-fire,test_ood,0.2631578947368421,0.040792147131733625,False
socal-fire_00000769,socal-fire,test_ood,,0.15898001406524032,False
socal-fire_00000771,socal-fire,test_ood,0.23076923076923078,-0.13681330401377695,False
socal-fire_00000803,socal-fire,test_ood,0.2636363636363636,-0.7642218687674227,False
socal-fire_00000810,socal-fire,test_ood,0.2,0.26081852150407225,False
socal-fire_00000814,socal-fire,test_ood,0.2,0.1915242342536439,False
socal-fire_00000819,socal-fire,test_ood,0.5833333333333334,0.2064799360595411,False
socal-fire_00000823,socal-fire,test_ood,,-0.03851093976941886,False
socal-fire_00000841,socal-fire,test_ood,0.0,0.1966861146915331,False
socal-fire_00000847,socal-fire,test_ood,0.3,-0.09405199862605826,False
socal-fire_00000854,socal-fire,test_ood,0.25,0.331344000118212,False
socal-fire_00000861,socal-fire,test_ood,0.23684210526315788,-0.2579617296481649,False
socal-fire_00000896,socal-fire,test_ood,,-0.12279392435476427,False
socal-fire_00000917,socal-fire,test_ood,0.45454545454545453,-0.3767404707633412,False
socal-fire_00000982,socal-fire,test_ood,0.2653061224489796,-0.2328967569503869,False
socal-fire_00000999,socal-fire,test_ood,,0.31199376158464526,False
socal-fire_00001015,socal-fire,test_ood,,0.0268419648632231,False
socal-fire_00001017,socal-fire,test_ood,0.0,0.0445063751091537,False
socal-fire_00001088,socal-fire,test_ood,0.2682926829268293,-0.08655968390282659,False
socal-fire_00001127,socal-fire,test_ood,0.3888888888888889,-0.05161068233429031,False
socal-fire_00001128,socal-fire,test_ood,,0.5525146075422597,False
socal-fire_00001253,socal-fire,test_ood,,-0.35452803504184793,False
socal-fire_00001316,socal-fire,test_ood,,-0.15550704705541493,False
sunda-tsunami_00000002,sunda-tsunami,train,0.6744186046511628,0.7730601551595269,False
sunda-tsunami_00000006,sunda-tsunami,train,0.21926910299003322,0.4974872144085095,False
sunda-tsunami_00000011,sunda-tsunami,train,1.0,1.210988958700049,True
sunda-tsunami_00000013,sunda-tsunami,train,0.19696969696969696,0.3205802628759372,False
sunda-tsunami_00000017,sunda-tsunami,train,1.0,1.652016722541062,True
sunda-tsunami_00000019,sunda-tsunami,train,0.3188405797101449,0.5554020579598495,False
sunda-tsunami_00000020,sunda-tsunami,val,0.2894736842105263,1.3358676314035751,True
sunda-tsunami_00000024,sunda-tsunami,train,0.2786885245901639,0.6527027222794228,False
sunda-tsunami_00000025,sunda-tsunami,train,0.640625,1.2615600819045474,True
sunda-tsunami_00000026,sunda-tsunami,train,0.5,0.41580966219935966,False
sunda-tsunami_00000027,sunda-tsunami,train,0.26501766784452296,0.8595568056849896,False
sunda-tsunami_00000032,sunda-tsunami,val,0.211864406779661,1.1383298239915693,False
sunda-tsunami_00000033,sunda-tsunami,val,0.4918032786885246,0.7715276393729374,False
sunda-tsunami_00000035,sunda-tsunami,train,0.25333333333333335,1.1808145976164253,False
sunda-tsunami_00000036,sunda-tsunami,train,0.8222222222222222,1.4762046809577527,True
sunda-tsunami_00000037,sunda-tsunami,train,0.5416666666666666,0.8338981500686031,False
sunda-tsunami_00000038,sunda-tsunami,train,1.0,1.849261768272172,True
sunda-tsunami_00000047,sunda-tsunami,train,0.2549019607843137,0.3306443825990688,False
sunda-tsunami_00000050,sunda-tsunami,val,,0.8016597913566046,False
sunda-tsunami_00000051,sunda-tsunami,train,0.847457627118644,0.4802653950667784,False
sunda-tsunami_00000056,sunda-tsunami,train,0.5358361774744027,0.9823010584860302,False
sunda-tsunami_00000057,sunda-tsunami,val,0.7272727272727273,0.8603232497332165,False
sunda-tsunami_00000058,sunda-tsunami,train,0.23809523809523808,1.5281278916891292,True
sunda-tsunami_00000060,sunda-tsunami,train,0.25,0.6877772055165514,False
sunda-tsunami_00000072,sunda-tsunami,train,,0.9136066000634007,False
sunda-tsunami_00000073,sunda-tsunami,train,0.38144329896907214,0.33192190699425356,False
sunda-tsunami_00000074,sunda-tsunami,val,0.92,1.3496463848165055,True
sunda-tsunami_00000078,sunda-tsunami,train,0.8161764705882353,1.483685538255623,True
sunda-tsunami_00000080,sunda-tsunami,train,0.6558139534883721,0.25646729087478004,False
sunda-tsunami_00000081,sunda-tsunami,val,1.0,2.2960439955892666,True
sunda-tsunami_00000082,sunda-tsunami,train,0.4251207729468599,1.29271700082697,True
sunda-tsunami_00000085,sunda-tsunami,train,0.8131868131868132,0.7527531872156196,False
sunda-tsunami_00000093,sunda-tsunami,val,,0.026651605055147076,False
sunda-tsunami_00000095,sunda-tsunami,train,0.2777777777777778,1.1031721938071168,False
sunda-tsunami_00000098,sunda-tsunami,train,0.23529411764705882,0.4269124842672023,False
sunda-tsunami_00000103,sunda-tsunami,train,0.4166666666666667,0.21857685435326699,False
sunda-tsunami_00000105,sunda-tsunami,train,0.22641509433962265,0.35849001130345975,False
sunda-tsunami_00000108,sunda-tsunami,train,0.532051282051282,1.2082237243045724,False
sunda-tsunami_00000110,sunda-tsunami,train,1.0,2.09154333482086,True
sunda-tsunami_00000119,sunda-tsunami,train,0.3333333333333333,-0.30982314693672564,False
sunda-tsunami_00000127,sunda-tsunami,val,,0.5556178695744005,False
sunda-tsunami_00000133,sunda-tsunami,train,,-0.1197408008268623,False
sunda-tsunami_00000139,sunda-tsunami,train,0.4,1.159613996344035,False
sunda-tsunami_00000140,sunda-tsunami,train,0.30434782608695654,0.26887125164340847,False
sunda-tsunami_00000141,sunda-tsunami,train,0.16666666666666666,0.9346224440593561,False
sunda-tsunami_00000146,sunda-tsunami,train,0.0,-0.08137842250135482,False
sunda-tsunami_00000147,sunda-tsunami,train,0.9302325581395349,1.8744971955236602,True
tuscaloosa-tornado_00000000,tuscaloosa-tornado,train,0.3076923076923077,0.14769372889367605,False
tuscaloosa-tornado_00000002,tuscaloosa-tornado,train,0.08695652173913043,0.07555023766247647,False
tuscaloosa-tornado_00000003,tuscaloosa-tornado,train,0.21052631578947367,-0.6315617581375091,False
tuscaloosa-tornado_00000018,tuscaloosa-tornado,train,0.2222222222222222,-0.9000533460763855,False
tuscaloosa-tornado_00000020,tuscaloosa-tornado,train,0.0,-0.7463426362128869,False
tuscaloosa-tornado_00000031,tuscaloosa-tornado,train,0.02857142857142857,-0.32506844359864373,False
tuscaloosa-tornado_00000034,tuscaloosa-tornado,train,,-0.13129525537652498,False
tuscaloosa-tornado_00000037,tuscaloosa-tornado,val,0.22857142857142856,-0.09790950861003478,False
tuscaloosa-tornado_00000054,tuscaloosa-tornado,train,0.5,-0.22342180577289664,False
tuscaloosa-tornado_00000076,tuscaloosa-tornado,train,0.21052631578947367,-0.62513590682991,False
tuscaloosa-tornado_00000086,tuscaloosa-tornado,val,,-0.32817059809894056,False
tuscaloosa-tornado_00000092,tuscaloosa-tornado,val,0.01282051282051282,-0.16132839850139793,False
tuscaloosa-tornado_00000100,tuscaloosa-tornado,train,,-0.11449386258086564,False
tuscaloosa-tornado_00000104,tuscaloosa-tornado,train,0.21428571428571427,-0.470642901247859,False
tuscaloosa-tornado_00000134,tuscaloosa-tornado,train,,-0.21948149300988742,False
tuscaloosa-tornado_00000135,tuscaloosa-tornado,val,,0.02899700035076519,False
tuscaloosa-tornado_00000137,tuscaloosa-tornado,train,0.21212121212121213,-0.6883671271931147,False
tuscaloosa-tornado_00000147,tuscaloosa-tornado,train,0.3333333333333333,-0.6428893704939127,False
tuscaloosa-tornado_00000156,tuscaloosa-tornado,val,0.054945054945054944,-0.2988421405665721,False
tuscaloosa-tornado_00000157,tuscaloosa-tornado,train,0.043478260869565216,-0.4881101613013007,False
tuscaloosa-tornado_00000168,tuscaloosa-tornado,train,0.02040816326530612,-0.11661695948414086,False
tuscaloosa-tornado_00000169,tuscaloosa-tornado,train,0.017543859649122806,-0.2838249893809431,False
tuscaloosa-tornado_00000171,tuscaloosa-tornado,train,0.20833333333333334,0.04582774629745462,False
tuscaloosa-tornado_00000173,tuscaloosa-tornado,train,0.02197802197802198,-0.37920112674951223,False
tuscaloosa-tornado_00000182,tuscaloosa-tornado,train,0.1935483870967742,-0.48864888908611726,False
tuscaloosa-tornado_00000185,tuscaloosa-tornado,train,0.08235294117647059,-0.701019577948174,False
tuscaloosa-tornado_00000189,tuscaloosa-tornado,val,,0.044807010452889276,False
tuscaloosa-tornado_00000191,tuscaloosa-tornado,train,0.30303030303030304,-0.5258076094796801,False
tuscaloosa-tornado_00000194,tuscaloosa-tornado,train,0.36363636363636365,-0.46799262482781817,False
tuscaloosa-tornado_00000202,tuscaloosa-tornado,train,0.6111111111111112,-0.4359896023359504,False
tuscaloosa-tornado_00000207,tuscaloosa-tornado,train,0.6666666666666666,-0.29963586090698163,False
tuscaloosa-tornado_00000208,tuscaloosa-tornado,train,0.34375,-0.6304064882883731,False
tuscaloosa-tornado_00000231,tuscaloosa-tornado,train,0.03680981595092025,-0.4675415984920244,False
tuscaloosa-tornado_00000232,tuscaloosa-tornado,train,0.35294117647058826,-0.39264548685097145,False
tuscaloosa-tornado_00000236,tuscaloosa-tornado,val,0.7,-0.3145470066315108,False
tuscaloosa-tornado_00000240,tuscaloosa-tornado,val,,-0.6394863959208592,False
tuscaloosa-tornado_00000241,tuscaloosa-tornado,train,0.2,-0.678100728510029,False
tuscaloosa-tornado_00000254,tuscaloosa-tornado,train,0.21052631578947367,-0.40475418945303265,False
tuscaloosa-tornado_00000261,tuscaloosa-tornado,val,0.3181818181818182,-0.3338118150370318,False
tuscaloosa-tornado_00000264,tuscaloosa-tornado,train,,-0.0950235772316918,False
tuscaloosa-tornado_00000266,tuscaloosa-tornado,train,0.2727272727272727,-0.5344916596572706,False
tuscaloosa-tornado_00000278,tuscaloosa-tornado,train,0.5,-0.4064012669251102,False
tuscaloosa-tornado_00000281,tuscaloosa-tornado,train,0.0,-0.28213072719587595,False
tuscaloosa-tornado_00000290,tuscaloosa-tornado,val,,-0.184556350680605,False
tuscaloosa-tornado_00000301,tuscaloosa-tornado,val,0.18181818181818182,-0.41818398752752695,False
tuscaloosa-tornado_00000302,tuscaloosa-tornado,train,0.20408163265306123,-0.777743155579697,False
tuscaloosa-tornado_00000339,tuscaloosa-tornado,train,0.5833333333333334,-0.35492475947827007,False
woolsey-fire_00000044,woolsey-fire,test_ood,,0.4965111982195729,False
woolsey-fire_00000059,woolsey-fire,test_ood,,0.15321057856541742,False
woolsey-fire_00000137,woolsey-fire,test_ood,0.01,-0.16422017005345488,False
woolsey-fire_00000158,woolsey-fire,test_ood,0.23529411764705882,-0.3555428310810814,False
woolsey-fire_00000285,woolsey-fire,test_ood,,0.6694093320716725,False
woolsey-fire_00000411,woolsey-fire,test_ood,,0.7232673922545965,False
woolsey-fire_00000420,woolsey-fire,test_ood,,0.49431965422671076,False
woolsey-fire_00000447,woolsey-fire,test_ood,,0.5543299769905182,False
