scene_id,disaster,split,size,mode,brightness,contrast,dark_fraction,bright_fraction,edge_density,flag
pinery-bushfire_00001817,pinery-bushfire,test_ood,1024x1024,RGB,0.6294059,0.07475835,0.0,0.0,9.623851776123047,False
pinery-bushfire_00001819,pinery-bushfire,test_ood,1024x1024,RGB,0.33190215,0.056853723,0.0,3.814697265625e-06,5.267690658569336,False
pinery-bushfire_00001821,pinery-bushfire,test_ood,1024x1024,RGB,0.3403321,0.099829435,0.0,0.004075050354003906,7.277759552001953,False
pinery-bushfire_00001825,pinery-bushfire,test_ood,1024x1024,RGB,0.36275685,0.09333714,0.0,0.0,7.563051700592041,False
portugal-wildfire_00000002,portugal-wildfire,test_ood,1024x1024,RGB,0.2959925,0.06974129,0.0,0.0,13.624181747436523,False
portugal-wildfire_00000004,portugal-wildfire,test_ood,1024x1024,RGB,0.23756187,0.06873899,0.0,0.0,10.462024688720703,False
portugal-wildfire_00000016,portugal-wildfire,test_ood,1024x1024,RGB,0.25392434,0.10385707,0.0,5.7220458984375e-06,9.626399993896484,False
portugal-wildfire_00000018,portugal-wildfire,test_ood,1024x1024,RGB,0.23829822,0.06098379,0.0,0.0,10.049592018127441,False
portugal-wildfire_00000020,portugal-wildfire,test_ood,1024x1024,RGB,0.2655132,0.164211,0.14721393585205078,1.049041748046875e-05,9.120672225952148,False
portugal-wildfire_00000035,portugal-wildfire,test_ood,1024x1024,RGB,0.23596364,0.071909875,0.0,0.0,11.845420837402344,False
portugal-wildfire_00000043,portugal-wildfire,test_ood,1024x1024,RGB,0.18940756,0.09622791,0.13879108428955078,0.0,7.550815105438232,False
portugal-wildfire_00000047,portugal-wildfire,test_ood,1024x1024,RGB,0.2141254,0.08024229,0.03841876983642578,0.0,9.785444259643555,False
portugal-wildfire_00000057,portugal-wildfire,test_ood,1024x1024,RGB,0.2588475,0.07318594,0.0,0.0,10.258934020996094,False
portugal-wildfire_00000085,portugal-wildfire,test_ood,1024x1024,RGB,0.2455264,0.07479343,0.0,0.0,11.368330955505371,False
portugal-wildfire_00000093,portugal-wildfire,test_ood,1024x1024,RGB,0.27710003,0.12089344,0.0,3.814697265625e-05,11.103822708129883,False
portugal-wildfire_00000099,portugal-wildfire,test_ood,1024x1024,RGB,0.29089266,0.11157074,0.0,5.91278076171875e-05,8.8053617477417,False
portugal-wildfire_00000100,portugal-wildfire,test_ood,1024x1024,RGB,0.23152027,0.09307419,0.0,0.0,10.845283508300781,False
portugal-wildfire_00000110,portugal-wildfire,test_ood,1024x1024,RGB,0.16192703,0.18174309,0.5079307556152344,2.193450927734375e-05,4.787204742431641,False
portugal-wildfire_00000114,portugal-wildfire,test_ood,1024x1024,RGB,0.24878995,0.07030222,0.0,0.0,10.525655746459961,False
portugal-wildfire_00000115,portugal-wildfire,test_ood,1024x1024,RGB,0.23642267,0.058405776,0.0,0.0,9.227054595947266,False
portugal-wildfire_00000123,portugal-wildfire,test_ood,1024x1024,RGB,0.33571118,0.12366664,0.0,5.340576171875e-05,7.892167091369629,False
portugal-wildfire_00000136,portugal-wildfire,test_ood,1024x1024,RGB,0.24891241,0.11044248,0.0,9.5367431640625e-07,11.179357528686523,False
portugal-wildfire_00000143,portugal-wildfire,test_ood,1024x1024,RGB,0.22974898,0.07184148,0.0,0.0,10.028770446777344,False
portugal-wildfire_00000159,portugal-wildfire,test_ood,1024x1024,RGB,0.25473717,0.12926076,0.096282958984375,3.528594970703125e-05,9.138343811035156,False
portugal-wildfire_00000168,portugal-wildfire,test_ood,1024x1024,RGB,0.25172153,0.096514896,0.0,7.62939453125e-06,10.132274627685547,False
portugal-wildfire_00000180,portugal-wildfire,test_ood,1024x1024,RGB,0.15188031,0.13201302,0.3961820602416992,0.0,5.807506084442139,False
portugal-wildfire_00000201,portugal-wildfire,test_ood,1024x1024,RGB,0.17972812,0.15348364,0.36357975006103516,0.0,5.752331733703613,False
portugal-wildfire_00000226,portugal-wildfire,test_ood,1024x1024,RGB,0.33900353,0.14522088,0.0,0.005738258361816406,11.389083862304688,False
portugal-wildfire_00000235,portugal-wildfire,test_ood,1024x1024,RGB,0.2411448,0.08011303,0.0,0.0,9.14538288116455,False
portugal-wildfire_00000274,portugal-wildfire,test_ood,1024x1024,RGB,0.3720247,0.15395056,0.04333209991455078,0.0001621246337890625,7.862159729003906,False
portugal-wildfire_00000283,portugal-wildfire,test_ood,1024x1024,RGB,0.21934299,0.0810682,0.0,1.239776611328125e-05,9.152050018310547,False
portugal-wildfire_00000285,portugal-wildfire,test_ood,1024x1024,RGB,0.2869876,0.10483013,9.5367431640625e-07,9.1552734375e-05,9.861690521240234,False
portugal-wildfire_00000288,portugal-wildfire,test_ood,1024x1024,RGB,0.25475183,0.103690244,0.0,6.67572021484375e-06,10.399332046508789,False
portugal-wildfire_00000301,portugal-wildfire,test_ood,1024x1024,RGB,0.24105464,0.09751851,0.0,0.000244140625,10.843032836914062,False
portugal-wildfire_00000310,portugal-wildfire,test_ood,1024x1024,RGB,0.2940928,0.08194104,0.0,9.5367431640625e-07,8.404233932495117,False
portugal-wildfire_00000315,portugal-wildfire,test_ood,1024x1024,RGB,0.23268536,0.06755515,0.0,0.0,11.321067810058594,False
portugal-wildfire_00000327,portugal-wildfire,test_ood,1024x1024,RGB,0.25960216,0.079347454,0.0,1.811981201171875e-05,11.429519653320312,False
portugal-wildfire_00000375,portugal-wildfire,test_ood,1024x1024,RGB,0.26277283,0.09738869,0.0,1.049041748046875e-05,7.333474159240723,False
portugal-wildfire_00000398,portugal-wildfire,test_ood,1024x1024,RGB,0.18546367,0.09168766,0.13571834564208984,0.0,5.4934611320495605,False
portugal-wildfire_00000424,portugal-wildfire,test_ood,1024x1024,RGB,0.22319573,0.20066832,0.3466453552246094,0.00034236907958984375,8.345699310302734,False
portugal-wildfire_00000438,portugal-wildfire,test_ood,1024x1024,RGB,0.23860873,0.069648586,0.0,0.0,7.370161533355713,False
portugal-wildfire_00000454,portugal-wildfire,test_ood,1024x1024,RGB,0.21130478,0.07204257,2.86102294921875e-06,0.0,11.852226257324219,False
portugal-wildfire_00000490,portugal-wildfire,test_ood,1024x1024,RGB,0.24278206,0.08465442,0.055278778076171875,0.0,8.793972969055176,False
portugal-wildfire_00000494,portugal-wildfire,test_ood,1024x1024,RGB,0.25619265,0.07033305,0.0,0.00013637542724609375,9.606189727783203,False
portugal-wildfire_00000496,portugal-wildfire,test_ood,1024x1024,RGB,0.2666915,0.083954774,0.0,0.0,8.952271461486816,False
portugal-wildfire_00000505,portugal-wildfire,test_ood,1024x1024,RGB,0.2360561,0.08130256,0.0,0.0,12.401113510131836,False
portugal-wildfire_00000507,portugal-wildfire,test_ood,1024x1024,RGB,0.2433849,0.08286384,0.0,0.0,6.415175914764404,False
portugal-wildfire_00000521,portugal-wildfire,test_ood,1024x1024,RGB,0.2339372,0.09079337,0.0,0.00018596649169921875,10.417810440063477,False
portugal-wildfire_00000531,portugal-wildfire,test_ood,1024x1024,RGB,0.2426595,0.10319046,0.0,0.0002079010009765625,11.178582191467285,False
portugal-wildfire_00000594,portugal-wildfire,test_ood,1024x1024,RGB,0.2652992,0.06112299,0.0,0.000301361083984375,9.853734970092773,False
portugal-wildfire_00000634,portugal-wildfire,test_ood,1024x1024,RGB,0.24832855,0.09452329,9.5367431640625e-07,6.29425048828125e-05,13.323833465576172,False
portugal-wildfire_00000641,portugal-wildfire,test_ood,1024x1024,RGB,0.2573407,0.06869532,0.0,0.0,11.655440330505371,False
portugal-wildfire_00000698,portugal-wildfire,test_ood,1024x1024,RGB,0.23103842,0.094105,9.5367431640625e-07,0.0006093978881835938,11.4139986038208,False
portugal-wildfire_00000713,portugal-wildfire,test_ood,1024x1024,RGB,0.26248798,0.08346851,0.0,0.0,9.455060958862305,False
portugal-wildfire_00000714,portugal-wildfire,test_ood,1024x1024,RGB,0.24834771,0.06612732,0.0,0.0,6.444155693054199,False
portugal-wildfire_00000748,portugal-wildfire,test_ood,1024x1024,RGB,0.23996696,0.06222461,0.0,0.0,9.83484172821045,False
portugal-wildfire_00000759,portugal-wildfire,test_ood,1024x1024,RGB,0.27120912,0.06682384,0.0,0.0,10.931861877441406,False
portugal-wildfire_00000764,portugal-wildfire,test_ood,1024x1024,RGB,0.23098038,0.07996331,0.0,5.91278076171875e-05,11.272018432617188,False
portugal-wildfire_00000790,portugal-wildfire,test_ood,1024x1024,RGB,0.22629513,0.06825092,0.0,0.0,7.200150966644287,False
portugal-wildfire_00000814,portugal-wildfire,test_ood,1024x1024,RGB,0.15082316,0.13787514,0.4001502990722656,0.0,5.838234901428223,False
portugal-wildfire_00000833,portugal-wildfire,test_ood,1024x1024,RGB,0.2401265,0.06264858,0.0,0.0,9.95626449584961,False
portugal-wildfire_00000853,portugal-wildfire,test_ood,1024x1024,RGB,0.33620495,0.10774454,0.0,0.0,8.133975982666016,False
portugal-wildfire_00000873,portugal-wildfire,test_ood,1024x1024,RGB,0.1438074,0.14384381,0.4618806838989258,0.0,5.452046871185303,False
portugal-wildfire_00000900,portugal-wildfire,test_ood,1024x1024,RGB,0.2567583,0.10230914,0.0,0.0,8.740768432617188,False
portugal-wildfire_00000906,portugal-wildfire,test_ood,1024x1024,RGB,0.27328205,0.09197788,0.0,1.1444091796875e-05,7.6943488121032715,False
portugal-wildfire_00000922,portugal-wildfire,test_ood,1024x1024,RGB,0.25502455,0.061893042,3.814697265625e-06,0.0,10.605923652648926,False
portugal-wildfire_00000932,portugal-wildfire,test_ood,1024x1024,RGB,0.26063982,0.116801016,0.0,0.004214286804199219,8.109624862670898,False
portugal-wildfire_00000951,portugal-wildfire,test_ood,1024x1024,RGB,0.2435289,0.0504801,0.0,0.0,7.2143707275390625,False
portugal-wildfire_00000964,portugal-wildfire,test_ood,1024x1024,RGB,0.22900382,0.049994107,0.0,0.0,8.425710678100586,False
portugal-wildfire_00000972,portugal-wildfire,test_ood,1024x1024,RGB,0.23840605,0.09245686,0.0,0.0,9.193943977355957,False
portugal-wildfire_00000991,portugal-wildfire,test_ood,1024x1024,RGB,0.40364757,0.20030473,0.0,0.010657310485839844,8.719145774841309,False
portugal-wildfire_00001027,portugal-wildfire,test_ood,1024x1024,RGB,0.24439175,0.041984465,0.0,0.0,6.793352127075195,False
portugal-wildfire_00001043,portugal-wildfire,test_ood,1024x1024,RGB,0.2602161,0.06802261,0.0,0.0,9.581995010375977,False
portugal-wildfire_00001057,portugal-wildfire,test_ood,1024x1024,RGB,0.25397044,0.085672185,0.0,3.814697265625e-06,8.529714584350586,False
portugal-wildfire_00001103,portugal-wildfire,test_ood,1024x1024,RGB,0.25213048,0.112318404,0.0,0.00037384033203125,9.250049591064453,False
portugal-wildfire_00001112,portugal-wildfire,test_ood,1024x1024,RGB,0.20297743,0.07994296,0.0,0.0,8.057594299316406,False
portugal-wildfire_00001120,portugal-wildfire,test_ood,1024x1024,RGB,0.24945822,0.08881785,0.0,0.0,8.160788536071777,False
portugal-wildfire_00001122,portugal-wildfire,test_ood,1024x1024,RGB,0.30672094,0.13824682,9.5367431640625e-07,0.0010328292846679688,13.74699592590332,False
portugal-wildfire_00001124,portugal-wildfire,test_ood,1024x1024,RGB,0.2546873,0.0856408,0.0,1.430511474609375e-05,10.034055709838867,False
portugal-wildfire_00001139,portugal-wildfire,test_ood,1024x1024,RGB,0.23784488,0.07999332,0.0,1.621246337890625e-05,8.77737045288086,False
portugal-wildfire_00001142,portugal-wildfire,test_ood,1024x1024,RGB,0.19136368,0.16683844,0.34455204010009766,0.00027561187744140625,6.900119781494141,False
portugal-wildfire_00001169,portugal-wildfire,test_ood,1024x1024,RGB,0.33154297,0.09273285,0.0,0.0,10.048283576965332,False
portugal-wildfire_00001196,portugal-wildfire,test_ood,1024x1024,RGB,0.12612258,0.11822579,0.4394826889038086,0.0,3.393281936645508,False
portugal-wildfire_00001210,portugal-wildfire,test_ood,1024x1024,RGB,0.26583108,0.08152409,0.0,0.00014019012451171875,9.659513473510742,False
portugal-wildfire_00001270,portugal-wildfire,test_ood,1024x1024,RGB,0.27029648,0.10254358,0.0,1.811981201171875e-05,9.06431770324707,False
portugal-wildfire_00001285,portugal-wildfire,test_ood,1024x1024,RGB,0.22846848,0.079767264,0.0,0.0,10.629449844360352,False
portugal-wildfire_00001289,portugal-wildfire,test_ood,1024x1024,RGB,0.28497064,0.079977125,0.0,0.0,7.3792266845703125,False
portugal-wildfire_00001315,portugal-wildfire,test_ood,1024x1024,RGB,0.2288004,0.046219233,0.0,0.0,6.074206352233887,False
portugal-wildfire_00001379,portugal-wildfire,test_ood,1024x1024,RGB,0.28793916,0.07852259,0.0,0.0,8.617456436157227,False
portugal-wildfire_00001380,portugal-wildfire,test_ood,1024x1024,RGB,0.12942941,0.14232193,0.5112981796264648,6.580352783203125e-05,4.006410121917725,False
portugal-wildfire_00001399,portugal-wildfire,test_ood,1024x1024,RGB,0.3922067,0.1589441,0.0,0.0003414154052734375,9.101546287536621,False
portugal-wildfire_00001414,portugal-wildfire,test_ood,1024x1024,RGB,0.15911527,0.1943649,0.5172243118286133,0.0030279159545898438,5.090690612792969,False
portugal-wildfire_00001440,portugal-wildfire,test_ood,1024x1024,RGB,0.28824574,0.10978276,0.0,2.384185791015625e-05,10.410956382751465,False
portugal-wildfire_00001441,portugal-wildfire,test_ood,1024x1024,RGB,0.21491036,0.105322696,0.11761856079101562,9.5367431640625e-07,8.414552688598633,False
portugal-wildfire_00001477,portugal-wildfire,test_ood,1024x1024,RGB,0.23451295,0.08511238,0.0,5.435943603515625e-05,7.608084201812744,False
portugal-wildfire_00001479,portugal-wildfire,test_ood,1024x1024,RGB,0.23845243,0.087775365,0.0,1.239776611328125e-05,8.655016899108887,False
portugal-wildfire_00001497,portugal-wildfire,test_ood,1024x1024,RGB,0.25590166,0.07491753,0.0,0.00012969970703125,7.784045219421387,False
portugal-wildfire_00001505,portugal-wildfire,test_ood,1024x1024,RGB,0.22726211,0.13582605,0.14596271514892578,3.814697265625e-06,9.470616340637207,False
portugal-wildfire_00001531,portugal-wildfire,test_ood,1024x1024,RGB,0.31478626,0.081919804,0.0,0.0,9.052064895629883,False
portugal-wildfire_00001541,portugal-wildfire,test_ood,1024x1024,RGB,0.23118418,0.055005725,0.0,0.0,8.80756664276123,False
portugal-wildfire_00001604,portugal-wildfire,test_ood,1024x1024,RGB,0.22087543,0.056856748,0.0,0.0,9.096139907836914,False
portugal-wildfire_00001628,portugal-wildfire,test_ood,1024x1024,RGB,0.2364433,0.05375161,0.0,0.0,8.106599807739258,False
portugal-wildfire_00001639,portugal-wildfire,test_ood,1024x1024,RGB,0.24416603,0.057558488,0.0,0.0,7.582764148712158,False
portugal-wildfire_00001650,portugal-wildfire,test_ood,1024x1024,RGB,0.30224884,0.094390616,0.0,0.0,9.327707290649414,False
portugal-wildfire_00001669,portugal-wildfire,test_ood,1024x1024,RGB,0.27030116,0.08402678,9.5367431640625e-07,2.193450927734375e-05,9.713062286376953,False
portugal-wildfire_00001687,portugal-wildfire,test_ood,1024x1024,RGB,0.27402797,0.101800755,0.0,0.0006208419799804688,9.820128440856934,False
portugal-wildfire_00001690,portugal-wildfire,test_ood,1024x1024,RGB,0.24287897,0.066164345,0.0,0.0,9.94597053527832,False
portugal-wildfire_00001727,portugal-wildfire,test_ood,1024x1024,RGB,0.25421125,0.08868108,0.0,0.00026988983154296875,10.745088577270508,False
portugal-wildfire_00001751,portugal-wildfire,test_ood,1024x1024,RGB,0.2481352,0.06099006,0.0,0.0,7.802464485168457,False
portugal-wildfire_00001792,portugal-wildfire,test_ood,1024x1024,RGB,0.30241933,0.09389278,1.33514404296875e-05,1.811981201171875e-05,9.16097640991211,False
portugal-wildfire_00001823,portugal-wildfire,test_ood,1024x1024,RGB,0.23488931,0.043742407,0.0,0.0,7.720560073852539,False
portugal-wildfire_00001848,portugal-wildfire,test_ood,1024x1024,RGB,0.1234274,0.13272023,0.503687858581543,0.0,4.956016540527344,False
portugal-wildfire_00001852,portugal-wildfire,test_ood,1024x1024,RGB,0.12637044,0.14766487,0.5215826034545898,1.71661376953125e-05,5.366193771362305,False
portugal-wildfire_00001864,portugal-wildfire,test_ood,1024x1024,RGB,0.24823336,0.05301222,0.0,0.0,7.943761825561523,False
santa-rosa-wildfire_00000002,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.34865177,0.1339097,0.036319732666015625,0.000240325927734375,12.117622375488281,False
santa-rosa-wildfire_00000123,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.40587655,0.10566774,9.5367431640625e-07,0.000736236572265625,10.707429885864258,False
santa-rosa-wildfire_00000126,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.38903102,0.14762236,0.0,0.000591278076171875,11.015922546386719,False
santa-rosa-wildfire_00000173,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.36627328,0.10372265,2.574920654296875e-05,0.00011539459228515625,10.582494735717773,False
santa-rosa-wildfire_00000177,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.35219964,0.10350532,5.7220458984375e-06,4.482269287109375e-05,9.560830116271973,False
santa-rosa-wildfire_00000179,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.36229992,0.12948582,1.621246337890625e-05,0.0019168853759765625,11.698877334594727,False
santa-rosa-wildfire_00000181,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.32697085,0.121818826,0.0,0.0,32.24931335449219,False
santa-rosa-wildfire_00000200,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.38935667,0.12123308,0.0,0.00036144256591796875,15.877594947814941,False
santa-rosa-wildfire_00000204,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.24073832,0.11230904,9.5367431640625e-07,9.72747802734375e-05,18.93423843383789,False
santa-rosa-wildfire_00000233,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.13571745,0.08522911,0.0006256103515625,0.0,11.120502471923828,False
santa-rosa-wildfire_00000262,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.309386,0.06921884,0.0,0.0,12.921692848205566,False
santa-rosa-wildfire_00000281,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.3948438,0.1379272,5.7220458984375e-06,0.0001201629638671875,17.93450927734375,False
santa-rosa-wildfire_00000295,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.3289175,0.15701705,0.0,0.0,37.700008392333984,False
santa-rosa-wildfire_00000307,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.24512035,0.16186772,0.00051116943359375,0.0006132125854492188,28.67092514038086,False
santa-rosa-wildfire_00000372,santa-rosa-wildfire,test_ood,1024x1024,RGB,0.4060802,0.10070238,1.9073486328125e-06,8.869171142578125e-05,12.77488899230957,False
socal-fire_00000001,socal-fire,test_ood,1024x1024,RGB,0.31582582,0.08175649,0.0,0.0,8.233808517456055,False
socal-fire_00000019,socal-fire,test_ood,1024x1024,RGB,0.38339078,0.123595506,0.0,0.0,9.777484893798828,False
socal-fire_00000041,socal-fire,test_ood,1024x1024,RGB,0.2840214,0.15390022,9.5367431640625e-07,0.0007228851318359375,9.735193252563477,False
socal-fire_00000045,socal-fire,test_ood,1024x1024,RGB,0.38443446,0.10467638,0.0,0.000152587890625,11.546699523925781,False
socal-fire_00000046,socal-fire,test_ood,1024x1024,RGB,0.2408864,0.1429525,1.9073486328125e-06,0.0012769699096679688,9.766213417053223,False
socal-fire_00000048,socal-fire,test_ood,1024x1024,RGB,0.30294624,0.11836717,0.0,0.00017261505126953125,9.533988952636719,False
socal-fire_00000050,socal-fire,test_ood,1024x1024,RGB,0.30681944,0.111960016,0.0,0.00039196014404296875,10.363729476928711,False
socal-fire_00000066,socal-fire,test_ood,1024x1024,RGB,0.3021914,0.10122343,1.1444091796875e-05,3.814697265625e-06,7.8286943435668945,False
socal-fire_00000105,socal-fire,test_ood,1024x1024,RGB,0.32479572,0.09851212,0.0,0.0,9.367809295654297,False
socal-fire_00000109,socal-fire,test_ood,1024x1024,RGB,0.33748767,0.12152372,7.62939453125e-06,0.0008068084716796875,9.826030731201172,False
socal-fire_00000136,socal-fire,test_ood,1024x1024,RGB,0.4216455,0.1472751,0.0,0.0010404586791992188,8.006851196289062,False
socal-fire_00000170,socal-fire,test_ood,1024x1024,RGB,0.3378237,0.10577315,0.0054302215576171875,0.00015163421630859375,9.179627418518066,False
socal-fire_00000179,socal-fire,test_ood,1024x1024,RGB,0.3394335,0.07866616,9.5367431640625e-07,5.245208740234375e-05,8.115793228149414,False
socal-fire_00000188,socal-fire,test_ood,1024x1024,RGB,0.34298572,0.08921291,0.0,0.0013017654418945312,8.196372985839844,False
socal-fire_00000190,socal-fire,test_ood,1024x1024,RGB,0.27600417,0.12031965,0.0,0.00042438507080078125,9.651994705200195,False
socal-fire_00000198,socal-fire,test_ood,1024x1024,RGB,0.33973524,0.08097619,0.0,0.00013828277587890625,7.584531784057617,False
socal-fire_00000199,socal-fire,test_ood,1024x1024,RGB,0.26985785,0.106429316,0.0,0.00022411346435546875,9.47485637664795,False
socal-fire_00000214,socal-fire,test_ood,1024x1024,RGB,0.30707902,0.07819535,9.5367431640625e-07,0.0,7.323928356170654,False
socal-fire_00000215,socal-fire,test_ood,1024x1024,RGB,0.33311918,0.08353985,9.5367431640625e-07,0.000400543212890625,8.079526901245117,False
socal-fire_00000239,socal-fire,test_ood,1024x1024,RGB,0.38086438,0.14220355,9.5367431640625e-06,0.0003147125244140625,11.633745193481445,False
socal-fire_00000245,socal-fire,test_ood,1024x1024,RGB,0.30726427,0.10265056,0.0,0.0004978179931640625,9.918844223022461,False
socal-fire_00000248,socal-fire,test_ood,1024x1024,RGB,0.13652289,0.07252731,0.0,0.0,11.839387893676758,False
socal-fire_00000251,socal-fire,test_ood,1024x1024,RGB,0.1652992,0.20314871,0.5470294952392578,0.00045299530029296875,5.110666275024414,False
socal-fire_00000257,socal-fire,test_ood,1024x1024,RGB,0.29177573,0.09975545,9.5367431640625e-07,0.001720428466796875,10.290098190307617,False
socal-fire_00000258,socal-fire,test_ood,1024x1024,RGB,0.14215575,0.18143703,0.5828523635864258,0.0,2.877659797668457,False
socal-fire_00000285,socal-fire,test_ood,1024x1024,RGB,0.27141657,0.093713455,0.0,0.0,9.235843658447266,False
socal-fire_00000289,socal-fire,test_ood,1024x1024,RGB,0.34061974,0.096949965,0.0,4.673004150390625e-05,7.387725353240967,False
socal-fire_00000306,socal-fire,test_ood,1024x1024,RGB,0.24661832,0.087486394,4.1961669921875e-05,0.0,6.753998756408691,False
socal-fire_00000312,socal-fire,test_ood,1024x1024,RGB,0.33788967,0.11709526,5.7220458984375e-06,4.291534423828125e-05,10.269527435302734,False
socal-fire_00000319,socal-fire,test_ood,1024x1024,RGB,0.13238668,0.18569297,0.6261701583862305,3.337860107421875e-05,3.5494093894958496,False
socal-fire_00000333,socal-fire,test_ood,1024x1024,RGB,0.28609267,0.06430845,0.0,0.0,5.260959148406982,False
socal-fire_00000358,socal-fire,test_ood,1024x1024,RGB,0.38851967,0.094159774,0.0,8.58306884765625e-06,7.225011825561523,False
socal-fire_00000368,socal-fire,test_ood,1024x1024,RGB,0.2670002,0.120787926,2.86102294921875e-06,8.106231689453125e-05,9.497639656066895,False
socal-fire_00000369,socal-fire,test_ood,1024x1024,RGB,0.34331036,0.10231913,0.0,0.000274658203125,9.212193489074707,False
socal-fire_00000372,socal-fire,test_ood,1024x1024,RGB,0.32698452,0.06040304,0.0,0.0,5.39666748046875,False
socal-fire_00000382,socal-fire,test_ood,1024x1024,RGB,0.31658095,0.04676479,0.0,0.0,5.879056930541992,False
socal-fire_00000422,socal-fire,test_ood,1024x1024,RGB,0.31028095,0.15738483,9.5367431640625e-07,0.0007486343383789062,8.749805450439453,False
socal-fire_00000424,socal-fire,test_ood,1024x1024,RGB,0.3090017,0.07958846,0.0,0.0,8.365042686462402,False
socal-fire_00000428,socal-fire,test_ood,1024x1024,RGB,0.29473445,0.14900185,0.15522098541259766,0.0005369186401367188,6.361376762390137,False
socal-fire_00000462,socal-fire,test_ood,1024x1024,RGB,0.33505878,0.13534038,3.814697265625e-06,2.002716064453125e-05,10.262446403503418,False
socal-fire_00000531,socal-fire,test_ood,1024x1024,RGB,0.32984498,0.09794348,0.0,0.0,8.489519119262695,False
socal-fire_00000542,socal-fire,test_ood,1024x1024,RGB,0.41386175,0.13962406,0.0,0.00047016143798828125,11.137463569641113,False
socal-fire_00000543,socal-fire,test_ood,1024x1024,RGB,0.28945085,0.09264688,0.0,0.0,6.655893802642822,False
socal-fire_00000566,socal-fire,test_ood,1024x1024,RGB,0.29009452,0.09747726,0.0,3.814697265625e-05,7.440361022949219,False
socal-fire_00000623,socal-fire,test_ood,1024x1024,RGB,0.2984004,0.21306369,0.25600337982177734,0.0023794174194335938,7.876948833465576,False
socal-fire_00000631,socal-fire,test_ood,1024x1024,RGB,0.39667144,0.108459376,1.9073486328125e-06,0.0005273818969726562,10.64462661743164,False
socal-fire_00000649,socal-fire,test_ood,1024x1024,RGB,0.31540257,0.07199372,9.5367431640625e-07,0.0,5.503108024597168,False
socal-fire_00000669,socal-fire,test_ood,1024x1024,RGB,0.37282655,0.09972451,0.0,0.00017547607421875,7.575843811035156,False
socal-fire_00000674,socal-fire,test_ood,1024x1024,RGB,0.22792135,0.12278155,0.17107677459716797,0.0,4.559277534484863,False
socal-fire_00000683,socal-fire,test_ood,1024x1024,RGB,0.36468178,0.09353038,0.0,4.57763671875e-05,7.714954376220703,False
socal-fire_00000754,socal-fire,test_ood,1024x1024,RGB,0.21867979,0.09635474,0.0,0.0,6.35737419128418,False
socal-fire_00000756,socal-fire,test_ood,1024x1024,RGB,0.37009236,0.10198938,0.0,0.0002269744873046875,7.135867118835449,False
socal-fire_00000766,socal-fire,test_ood,1024x1024,RGB,0.2997373,0.12353649,0.0,1.9073486328125e-05,7.040772438049316,False
socal-fire_00000771,socal-fire,test_ood,1024x1024,RGB,0.29386765,0.1316672,0.05909156799316406,1.9073486328125e-06,8.345907211303711,False
socal-fire_00000775,socal-fire,test_ood,1024x1024,RGB,0.21766788,0.13891771,0.2201709747314453,0.0,4.993403434753418,False
socal-fire_00000780,socal-fire,test_ood,1024x1024,RGB,0.23272589,0.1142051,5.53131103515625e-05,0.0,7.337404251098633,False
socal-fire_00000785,socal-fire,test_ood,1024x1024,RGB,0.3357487,0.09330858,0.0,9.822845458984375e-05,8.059741973876953,False
socal-fire_00000787,socal-fire,test_ood,1024x1024,RGB,0.19246648,0.13395366,0.23745059967041016,0.0,4.975296974182129,False
socal-fire_00000796,socal-fire,test_ood,1024x1024,RGB,0.4543138,0.1446652,0.0,0.0016231536865234375,9.364755630493164,False
socal-fire_00000803,socal-fire,test_ood,1024x1024,RGB,0.29886898,0.1372041,3.814697265625e-06,0.0009946823120117188,10.008745193481445,False
socal-fire_00000810,socal-fire,test_ood,1024x1024,RGB,0.2945884,0.083582886,9.5367431640625e-07,3.528594970703125e-05,7.376009941101074,False
socal-fire_00000814,socal-fire,test_ood,1024x1024,RGB,0.35808817,0.08815035,0.0,0.0,7.289531707763672,False
socal-fire_00000819,socal-fire,test_ood,1024x1024,RGB,0.35454568,0.08808311,0.0,9.822845458984375e-05,9.216184616088867,False
socal-fire_00000847,socal-fire,test_ood,1024x1024,RGB,0.18529832,0.1574303,0.3448324203491211,0.0001049041748046875,4.466245651245117,False
socal-fire_00000850,socal-fire,test_ood,1024x1024,RGB,0.36200973,0.06722225,0.0,0.0,7.457225799560547,False
socal-fire_00000854,socal-fire,test_ood,1024x1024,RGB,0.32395396,0.09784264,0.0,2.6702880859375e-05,6.185918807983398,False
socal-fire_00000861,socal-fire,test_ood,1024x1024,RGB,0.30468506,0.10990795,0.0,0.00044536590576171875,8.822639465332031,False
