scene_id,disaster,origin,split,is_fire,indexed_files,existing_files,complete_on_disk,one_split_only,image_label_roles_present
pinery-bushfire_00001702,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001703,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001704,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001705,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001706,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001707,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001708,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001709,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001710,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001711,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001712,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001713,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001714,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001715,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001716,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001717,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001718,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001719,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001720,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001721,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001722,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001723,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001724,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001725,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001726,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001727,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001728,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001729,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001730,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001731,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001732,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001733,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001734,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001735,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001736,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001737,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001738,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001739,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001740,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001741,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001742,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001743,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001744,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001745,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001746,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001747,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001748,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001749,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001750,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001751,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001752,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001753,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001754,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001755,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001756,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001757,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001758,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001759,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001760,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001761,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001762,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001763,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001764,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001765,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001766,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001767,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001768,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001769,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001770,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001771,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001772,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001773,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001774,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001775,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001776,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001777,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001778,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001779,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001780,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001781,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001782,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001783,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001784,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001785,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001786,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001787,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001788,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001789,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001790,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001791,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001792,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001793,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001794,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001795,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001796,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001797,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001798,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001799,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001800,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001801,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001802,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001803,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001804,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001805,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001806,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001807,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001808,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001809,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001810,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001811,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001812,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001813,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001814,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001815,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001816,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001817,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001818,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001819,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001820,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001821,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001822,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001823,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001824,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001825,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001826,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001827,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001828,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001829,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001830,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001831,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001832,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001833,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001834,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001835,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001836,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001837,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001838,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001839,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001840,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001841,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001842,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001843,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
pinery-bushfire_00001844,pinery-bushfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000000,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000001,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000002,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000003,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000004,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000005,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000006,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000007,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000008,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000009,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000010,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000011,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000012,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000013,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000014,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000015,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000016,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000017,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000018,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000019,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000020,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000021,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000022,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000023,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000024,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000025,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000026,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000027,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000028,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000029,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000030,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000031,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000032,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000033,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000034,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000035,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000036,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000037,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000038,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000039,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000040,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000041,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000042,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000043,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000044,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000045,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000046,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000047,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000048,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000049,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000050,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000051,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000052,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000053,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000054,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000055,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000056,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000057,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000058,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000059,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000060,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000061,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000062,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000063,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000064,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000065,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000066,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000067,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000068,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000069,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000070,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000071,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000072,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000073,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000074,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000075,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000076,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000077,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000078,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000079,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000080,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000081,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000082,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000083,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000084,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000085,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000086,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000087,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000088,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000089,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000090,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000091,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000092,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000093,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000094,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000095,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000096,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000097,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000098,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000099,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000100,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000101,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000102,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000103,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000104,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000105,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000106,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000107,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000108,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000109,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000110,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000111,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000112,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000113,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000114,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000115,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000116,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000117,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000118,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000119,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000120,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000121,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000122,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000123,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000124,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000125,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000126,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000127,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000128,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000129,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000130,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000131,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000132,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000133,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000134,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000135,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000136,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000137,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000138,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000139,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000140,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000141,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000142,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000143,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000144,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000145,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000146,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000147,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000148,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000149,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000150,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000151,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000152,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000153,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000154,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000155,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000156,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000157,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000158,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000159,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000160,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000161,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000162,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000163,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000164,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000165,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000166,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000167,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000168,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000169,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000170,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000171,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000172,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000173,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000174,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000175,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000176,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000177,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000178,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000179,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
portugal-wildfire_00000180,portugal-wildfire,tier3,test_ood,True,7,7,True,True,True
