GEOID,building_count,damage_score_mean,damage_score_std,share_no-damage,share_minor-damage,share_major-damage,share_destroyed,income_2017,pov_rate_2017,median_home_value_2017,renter_pct_2017,median_year_built_2017,pop_density_2017,exposure_proxy,building_density,median_building_age,building_age,income_q
290970104003,605,0.775206611570248,1.1788899953550658,0.6512396694214876,0.1024793388429752,0.0661157024793388,0.1801652892561983,56591,,146700,0.2527472527472527,1998,1627,0.0,1.627,22,19,Q3
290970105001,352,0.0085227272727272,0.0920552264902146,0.9914772727272728,0.0085227272727272,0.0,0.0,54732,,191700,0.5906183368869936,1977,1141,0.0,1.141,43,40,Q3
290970105002,391,0.0869565217391304,0.3824465045911969,0.9360613810741688,0.0511508951406649,0.0025575447570332,0.0102301790281329,52833,,117900,0.7369565217391304,1966,1027,0.0,1.027,54,51,Q2
290970105003,455,1.9274725274725275,1.2351377185216892,0.2285714285714285,0.1142857142857142,0.1582417582417582,0.4989010989010989,101181,,157100,0.1144278606965174,1959,585,0.0,0.585,61,58,Q5 highest
290970105004,475,1.408421052631579,1.2019378830294587,0.3052631578947368,0.2757894736842105,0.1242105263157894,0.2947368421052631,47386,,87400,0.3223880597014925,1985,696,0.0,0.696,35,32,Q2
290970105005,351,2.065527065527065,1.1532474365805674,0.1396011396011396,0.2136752136752136,0.0883190883190883,0.5584045584045584,28617,,151100,0.1822429906542056,2014,567,0.0,0.567,6,3,Q1 lowest
290970105006,724,0.1422651933701657,0.4374367135935753,0.8839779005524862,0.0980662983425414,0.0096685082872928,0.0082872928176795,43382,,108000,0.4681818181818182,1987,1394,0.0,1.394,33,30,Q2
290970107001,783,1.280970625798212,1.2583157979909692,0.3971902937420178,0.2171136653895274,0.0932311621966794,0.2924648786717752,22688,,94700,0.4205378973105134,1957,763,0.0,0.763,63,60,Q1 lowest
290970107002,496,0.7782258064516129,1.0245519727510335,0.5262096774193549,0.3024193548387097,0.0383064516129032,0.1330645161290322,44000,,98500,0.239010989010989,1961,978,0.0,0.978,59,56,Q2
290970107003,613,0.2936378466557912,0.56177994959584,0.7438825448613376,0.2349102773246329,0.0048939641109298,0.0163132137030995,52273,,117600,0.0,1967,961,0.0,0.961,53,50,Q2
290970108001,446,0.0,0.0,1.0,0.0,0.0,0.0,34444,,63200,0.4381188118811881,1949,947,0.0,0.947,71,68,Q1 lowest
290970108002,517,0.0019342359767891,0.0439799497133542,0.9980657640232108,0.0019342359767891,0.0,0.0,21793,,66700,0.7118155619596542,1939,844,0.0,0.844,81,78,Q1 lowest
290970108003,772,1.3380829015544042,1.2469211695114275,0.371761658031088,0.211139896373057,0.1243523316062176,0.2927461139896373,33819,,70300,0.511727078891258,1947,1294,0.0,1.294,73,70,Q1 lowest
290970108004,529,0.1228733459357277,0.3615340644554815,0.8865784499054821,0.10586011342155,0.0056710775047258,0.0018903591682419,38889,,68200,0.5721153846153846,1964,478,0.0,0.478,56,53,Q1 lowest
290970108005,625,2.0256,1.0798195480774824,0.1216,0.2048,0.2,0.4736,23750,,91800,0.2532894736842105,2011,801,0.0,0.801,9,6,Q1 lowest
290970110005,26,0.0,0.0,1.0,0.0,0.0,0.0,30139,,38700,0.6012461059190031,1948,710,0.0,0.71,72,69,Q1 lowest
291450205011,23,0.0434782608695652,0.2085144140570747,0.9565217391304348,0.0434782608695652,0.0,0.0,57829,,159300,0.2524822695035461,1980,1757,0.0,1.757,40,37,Q3
291450205012,144,0.0069444444444444,0.0833333333333333,0.9930555555555556,0.0069444444444444,0.0,0.0,50500,,193300,0.4633757961783439,1988,1539,0.0,1.539,32,29,Q2
291450205021,122,0.0655737704918032,0.2485563247617214,0.9344262295081968,0.0655737704918032,0.0,0.0,58636,,136800,0.312007874015748,1977,2329,0.0,2.329,43,40,Q3
291450205023,161,0.0124223602484472,0.1111067977078558,0.9875776397515528,0.0124223602484472,0.0,0.0,37105,,121300,0.3333333333333333,1981,1879,0.0,1.879,39,36,Q1 lowest
291450206011,104,0.0384615384615384,0.1932389698720778,0.9615384615384616,0.0384615384615384,0.0,0.0,96042,,331300,0.1096256684491978,1998,1049,0.0,1.049,22,19,Q4
370610906001,65,1.7076923076923076,0.6548634619874236,0.1076923076923077,0.0769230769230769,0.8153846153846154,0.0,31956,,77700,0.0722100656455142,1990,1115,0.0,1.115,30,27,Q1 lowest
371419202042,404,2.012376237623762,0.3027504963774249,0.0123762376237623,0.0024752475247524,0.9455445544554456,0.0396039603960396,35660,,100800,0.2516778523489933,1991,1864,0.0,1.864,29,26,Q1 lowest
371419203001,1402,0.1825962910128388,0.5687905883585097,0.9015691868758916,0.0171184022824536,0.0784593437945791,0.0028530670470756,35363,,105700,0.2622036262203626,1985,1589,0.0,1.589,35,32,Q1 lowest
371419203002,881,0.1021566401816118,0.4248073124473014,0.9375709421112371,0.0272417707150964,0.0306469920544835,0.0045402951191827,40962,,103100,0.1869009584664537,1975,1786,0.0,1.786,45,42,Q2
371419204011,239,0.00836820083682,0.091285488053153,0.99163179916318,0.00836820083682,0.0,0.0,31029,,142700,0.4024390243902439,1988,2415,0.0,2.415,32,29,Q1 lowest
371419204021,235,0.0,0.0,1.0,0.0,0.0,0.0,38214,,107700,0.224907063197026,1982,1254,0.0,1.254,38,35,Q1 lowest
371419204022,664,0.019578313253012,0.2082226804581596,0.9894578313253012,0.0045180722891566,0.003012048192771,0.003012048192771,42500,,114000,0.3768115942028985,1970,2126,0.0,2.126,50,47,Q2
371419204031,778,0.9151670951156812,1.0009011565566508,0.5295629820051414,0.0424164524421593,0.4113110539845758,0.0167095115681233,31850,,119300,0.3199195171026157,1993,1292,0.0,1.292,27,24,Q1 lowest
371419204032,358,0.0223463687150838,0.1967610919661375,0.9832402234636872,0.0139664804469273,0.0,0.0027932960893854,54464,,165100,0.2758620689655172,1982,2639,0.0,2.639,38,35,Q3
400272016021,435,0.0,0.0,1.0,0.0,0.0,0.0,61154,,94500,0.3125,1971,1694,0.0,1.694,49,46,Q3
400272016022,410,0.0,0.0,1.0,0.0,0.0,0.0,71591,,101600,0.1666666666666666,1976,880,0.0,0.88,44,41,Q4
400272016023,356,0.0,0.0,1.0,0.0,0.0,0.0,58750,,102600,0.1634615384615384,1970,574,0.0,0.574,50,47,Q3
400272016031,75,0.0,0.0,1.0,0.0,0.0,0.0,51528,,82100,0.681265206812652,1971,1091,0.0,1.091,49,46,Q2
400272016032,250,0.008,0.0892629345582127,0.992,0.008,0.0,0.0,41165,,87800,0.7373029772329247,1968,1266,0.0,1.266,52,49,Q2
400272016033,585,0.0085470085470085,0.0921328789986341,0.9914529914529916,0.0085470085470085,0.0,0.0,56528,,92500,0.1576923076923077,1962,656,0.0,0.656,58,55,Q3
400272016034,622,0.0016077170418006,0.0400963469882312,0.9983922829581994,0.0016077170418006,0.0,0.0,49138,,74600,0.2535714285714285,1967,797,0.0,0.797,53,50,Q2
400272016041,486,1.199588477366255,1.2888418182080386,0.4650205761316872,0.1543209876543209,0.0967078189300411,0.2839506172839506,55111,,117000,0.4175126903553299,2004,2258,0.0,2.258,16,13,Q3
400272016042,948,1.5506329113924051,1.375824460610093,0.3924050632911392,0.0938818565400844,0.0843881856540084,0.4293248945147679,56727,,104700,0.4466666666666666,1973,880,0.0,0.88,47,44,Q3
400272016071,395,0.0,0.0,1.0,0.0,0.0,0.0,87056,,243800,0.2806201550387597,2005,2031,0.0,2.031,15,12,Q4
400272016072,123,0.0,0.0,1.0,0.0,0.0,0.0,88272,,173000,0.2820685023505708,1998,3869,0.0,3.869,22,19,Q4
400272016111,1263,1.283452098178939,1.3413230420194286,0.4608076009501187,0.1314330958036421,0.0712589073634204,0.3365003958828186,80529,,154200,0.0832137733142037,1996,1944,0.0,1.944,24,21,Q4
400272016121,37,0.0,0.0,1.0,0.0,0.0,0.0,66170,,117600,0.3696498054474708,1981,1471,0.0,1.471,39,36,Q3
400272016122,102,0.0,0.0,1.0,0.0,0.0,0.0,66813,,149300,0.4293286219081272,2004,1053,0.0,1.053,16,13,Q3
400272016123,665,0.0,0.0,1.0,0.0,0.0,0.0,72132,,134900,0.1410867492850333,1987,2953,0.0,2.953,33,30,Q4
400272020073,96,0.0,0.0,1.0,0.0,0.0,0.0,55655,,162500,0.039647577092511,1993,679,0.0,0.679,27,24,Q3
400272021021,764,0.0026178010471204,0.0511309115429276,0.9973821989528796,0.0026178010471204,0.0,0.0,62019,,94400,0.3995680345572354,1965,1162,0.0,1.162,55,52,Q3
400272021022,738,0.0013550135501355,0.0368105086916155,0.9986449864498644,0.0013550135501355,0.0,0.0,31140,,89800,0.6343792633015006,1975,1391,0.0,1.391,45,42,Q1 lowest
400272021041,426,0.6408450704225352,1.127255173131671,0.715962441314554,0.0892018779342723,0.0328638497652582,0.1619718309859155,67669,,113900,0.189127972819932,1978,2539,0.0,2.539,42,39,Q3
400272021051,1072,0.0,0.0,1.0,0.0,0.0,0.0,54063,,145300,0.4233918128654971,1989,2337,0.0,2.337,31,28,Q2
400272021052,1208,0.6937086092715232,1.1458191663957793,0.6879139072847682,0.0985099337748344,0.0455298013245033,0.168046357615894,37404,,114900,0.4786324786324786,1985,330,0.0,0.33,35,32,Q1 lowest
400272021061,668,0.1062874251497006,0.5099513349718159,0.9520958083832336,0.0134730538922155,0.0104790419161676,0.0239520958083832,82045,,152600,0.1285714285714285,2000,1420,0.0,1.42,20,17,Q4
400272021062,742,0.0,0.0,1.0,0.0,0.0,0.0,72841,,140200,0.1898110106820049,1989,3426,0.0,3.426,31,28,Q4
400272021063,598,0.0066889632107023,0.0815803305352861,0.9933110367892976,0.0066889632107023,0.0,0.0,68063,,124200,0.2529182879377432,1979,2040,0.0,2.04,41,38,Q3
400272021071,1459,0.1864290610006854,0.6421902334122911,0.9054146675805346,0.0411240575736806,0.0150788211103495,0.0383824537354352,103846,,220100,0.116412213740458,2006,3119,0.0,3.119,14,11,Q5 highest
400272022011,351,0.0028490028490028,0.0533760512683623,0.9971509971509972,0.0028490028490028,0.0,0.0,82222,,191200,0.1383363471971067,2001,3223,0.0,3.223,19,16,Q4
400272022051,731,0.3488372093023256,0.7657447906592575,0.7879616963064295,0.1176470588235294,0.0519835841313269,0.042407660738714,95453,,183300,0.193935119887165,2003,4288,0.0,4.288,17,14,Q4
400272022052,309,0.0,0.0,1.0,0.0,0.0,0.0,64407,,135600,0.2181987000928505,1999,2902,0.0,2.902,21,18,Q3
400370207061,744,0.0282258064516129,0.1885242613720125,0.9758064516129032,0.0201612903225806,0.0040322580645161,0.0,42260,,101400,0.2522639068564036,1985,1974,0.0,1.974,35,32,Q2
400370207062,864,0.1412037037037037,0.5683555063793169,0.9340277777777778,0.0162037037037037,0.0243055555555555,0.0254629629629629,54091,,121800,0.2001763668430335,1984,3051,0.0,3.051,36,33,Q2
401139400011,362,0.2320441988950276,0.6584382750341642,0.861878453038674,0.0773480662983425,0.0276243093922651,0.0331491712707182,41000,,74700,0.1179245283018868,1977,1100,0.0,1.1,43,40,Q2
401139400072,169,0.0118343195266272,0.1084614085677137,0.9881656804733728,0.0118343195266272,0.0,0.0,58393,,144200,0.1557971014492753,1979,1285,0.0,1.285,41,38,Q3
401139400091,111,0.018018018018018,0.1336196761492028,0.981981981981982,0.018018018018018,0.0,0.0,72292,,164600,0.0705363703159441,1995,3735,0.0,3.735,25,22,Q4
401179572001,732,0.1598360655737705,0.5464713072444036,0.907103825136612,0.040983606557377,0.0368852459016393,0.0150273224043715,45057,,99200,0.2401263823064771,1980,1529,0.0,1.529,40,37,Q2
401179572002,243,0.3251028806584362,0.7907441636503166,0.823045267489712,0.0823045267489712,0.0411522633744856,0.0534979423868312,60000,,109800,0.1132530120481927,1978,2178,0.0,2.178,42,39,Q3
401179572003,404,0.3242574257425742,0.8749651212158263,0.8663366336633663,0.0247524752475247,0.0272277227722772,0.0816831683168316,46875,,98300,0.1008403361344537,1986,635,0.0,0.635,34,31,Q2
401430095001,223,0.1748878923766816,0.5119269910172978,0.8834080717488789,0.0582959641255605,0.0582959641255605,0.0,72333,,131800,0.1108870967741935,1985,1322,0.0,1.322,35,32,Q4
401430095002,89,1.0337078651685394,1.1525607674992002,0.4943820224719101,0.1235955056179775,0.2359550561797752,0.146067415730337,67200,,165400,0.1306306306306306,1988,2636,0.0,2.636,32,29,Q3
481576710012,66,0.4242424242424242,0.4980147066288785,0.5757575757575758,0.4242424242424242,0.0,0.0,88774,,192500,0.1709770114942528,1977,1475,0.0,1.475,43,40,Q4
481576715014,41,0.0,0.0,1.0,0.0,0.0,0.0,110865,,247100,0.2503242542153048,1993,2359,0.0,2.359,27,24,Q5 highest
482012114003,41,0.0,0.0,1.0,0.0,0.0,0.0,49402,,203200,0.3572679509632224,2003,1116,0.0,1.116,17,14,Q2
482012408021,144,0.6597222222222222,0.9173021742824328,0.6458333333333334,0.0486111111111111,0.3055555555555556,0.0,42414,,144400,0.5077821011673151,2003,2921,0.0,2.921,17,14,Q2
482014111001,96,0.0,0.0,1.0,0.0,0.0,0.0,245833,,2000001,0.0333333333333333,1939,1603,0.0,1.603,81,78,Q5 highest
482014112001,141,0.475177304964539,0.8244613850758907,0.7375886524822695,0.0496453900709219,0.2127659574468085,0.0,178333,,2000001,0.1722488038277512,1965,1059,0.0,1.059,55,52,Q5 highest
482014112002,44,0.0,0.0,1.0,0.0,0.0,0.0,250001,,2000001,0.0583090379008746,1951,985,0.0,0.985,69,66,Q5 highest
482014302001,169,0.5266272189349113,0.8664726574794391,0.7218934911242604,0.029585798816568,0.2485207100591716,0.0,76518,,757100,0.6471408647140865,1966,1571,0.0,1.571,54,51,Q4
482014303001,25,1.8,0.4082482904638631,0.0,0.2,0.8,0.0,250001,,1326900,0.0,1973,1142,0.0,1.142,47,44,Q5 highest
482014303003,24,0.25,0.4423258684646914,0.75,0.25,0.0,0.0,250001,,1316700,0.009090909090909,1968,1785,0.0,1.785,52,49,Q5 highest
482014304002,142,1.2183098591549295,0.9079334901055798,0.2746478873239437,0.2816901408450704,0.3943661971830985,0.0492957746478873,250001,,1679300,0.0,1979,1972,0.0,1.972,41,38,Q5 highest
482014306002,81,1.0493827160493827,0.497524737271958,0.0987654320987654,0.7530864197530864,0.1481481481481481,0.0,250001,,1314200,0.0116959064327485,1973,2903,0.0,2.903,47,44,Q5 highest
482014308001,297,1.3131313131313131,0.8657889463318983,0.2525252525252525,0.1952861952861952,0.5387205387205387,0.0134680134680134,118811,,744900,0.5110316040548599,2002,3821,0.0,3.821,18,15,Q5 highest
482014308002,41,0.0,0.0,1.0,0.0,0.0,0.0,152188,,613900,0.2176165803108808,1967,1740,0.0,1.74,53,50,Q5 highest
482014309001,211,1.7156398104265402,0.538686182279638,0.0,0.3270142180094786,0.6303317535545023,0.0426540284360189,83229,,554400,0.1124763705103969,1980,2039,0.0,2.039,40,37,Q4
482014309002,185,1.4216216216216215,0.7189723701889954,0.1081081081081081,0.3891891891891892,0.4756756756756757,0.027027027027027,250001,,481600,0.0561056105610561,1983,753,0.0,0.753,37,34,Q5 highest
482014309003,305,1.7442622950819673,0.6490186392800079,0.0983606557377049,0.0754098360655737,0.8098360655737705,0.0163934426229508,101369,,589700,0.052930056710775,1973,1445,0.0,1.445,47,44,Q5 highest
482014309004,372,2.067204301075269,0.250712690199904,0.0,0.0,0.9327956989247312,0.0672043010752688,89239,,434400,0.2374213836477987,1976,1881,0.0,1.881,44,41,Q4
482014311011,396,1.595959595959596,0.8409661944070842,0.2121212121212121,0.0,0.7676767676767676,0.0202020202020202,98269,,314300,0.0,1978,555,0.0,0.555,42,39,Q4
482014311021,38,0.5789473684210527,0.91921173478762,0.7105263157894737,0.0,0.2894736842105263,0.0,40276,,666700,0.917753259779338,1977,2417,0.0,2.417,43,40,Q2
482014311022,46,2.0,0.0,0.0,0.0,1.0,0.0,44186,,181300,0.687624750499002,1989,1434,0.0,1.434,31,28,Q2
482014316001,97,0.6907216494845361,0.4645971539558949,0.3092783505154639,0.6907216494845361,0.0,0.0,250001,,1337100,0.0,1975,907,0.0,0.907,45,42,Q5 highest
482014316003,88,1.2840909090909092,0.6242027307788773,0.0909090909090909,0.5340909090909091,0.375,0.0,98452,,273600,0.1479885057471264,1969,1241,0.0,1.241,51,48,Q4
482014501001,59,0.0,0.0,1.0,0.0,0.0,0.0,101250,,437700,0.2670089858793324,1966,2012,0.0,2.012,54,51,Q5 highest
482014502001,47,0.1276595744680851,0.4941844962903308,0.9361702127659576,0.0,0.0638297872340425,0.0,170139,,627000,0.0671031096563011,1967,1868,0.0,1.868,53,50,Q5 highest
482014502002,292,0.4143835616438356,0.6602602554691744,0.6815068493150684,0.2226027397260274,0.0958904109589041,0.0,108750,,666900,0.3216019417475728,1965,2196,0.0,2.196,55,52,Q5 highest
482014502003,183,0.0,0.0,1.0,0.0,0.0,0.0,92625,,474400,0.0358126721763085,1967,1047,0.0,1.047,53,50,Q4
482014505001,496,0.7076612903225806,0.9305270442031672,0.6209677419354839,0.0504032258064516,0.3286290322580645,0.0,150662,,384000,0.0809248554913294,1982,1166,0.0,1.166,38,35,Q5 highest
482014505002,637,1.9513343799058085,0.3535341909600809,0.0204081632653061,0.0266875981161695,0.934065934065934,0.0188383045525902,161548,,426700,0.0421875,1979,1626,0.0,1.626,41,38,Q5 highest
482014506001,371,1.7466307277628033,0.6620673771740435,0.0646900269541779,0.183288409703504,0.692722371967655,0.059299191374663,140278,,458100,0.1630434782608695,1966,1209,0.0,1.209,54,51,Q5 highest
482014506002,218,1.1697247706422018,0.9075215234939528,0.3211009174311927,0.2064220183486238,0.4541284403669725,0.018348623853211,104537,,481000,0.3879310344827586,1967,1584,0.0,1.584,53,50,Q5 highest
482014506003,239,1.209205020920502,0.9734711110291342,0.3849372384937238,0.0251046025104602,0.5857740585774058,0.00418410041841,98224,,355700,0.6973262032085561,1990,1968,0.0,1.968,30,27,Q4
482014507001,323,1.0061919504643964,0.9684264243803496,0.4148606811145511,0.2136222910216718,0.3219814241486068,0.0495356037151702,147125,,520500,0.1354838709677419,1966,1499,0.0,1.499,54,51,Q5 highest
482014507002,588,1.717687074829932,0.803671361064868,0.1122448979591836,0.1666666666666666,0.6122448979591837,0.1088435374149659,217593,,739000,0.0634095634095634,1967,2974,0.0,2.974,53,50,Q5 highest
482014507003,991,2.012108980827447,0.522092422088361,0.0151362260343087,0.0847628657921291,0.7729566094853683,0.1271442986881937,190078,,602100,0.0145808019441069,1967,2210,0.0,2.21,53,50,Q5 highest
482014508011,239,2.192468619246862,0.405562393601216,0.0,0.00418410041841,0.799163179916318,0.1966527196652719,91150,,650000,0.6519916142557652,1994,681,0.0,0.681,26,23,Q4
482014508012,139,2.0071942446043165,0.084818892967997,0.0,0.0,0.9928057553956836,0.0071942446043165,37344,,385700,0.956989247311828,1976,986,0.0,0.986,44,41,Q1 lowest
482014509002,259,0.193050193050193,0.3954562194502705,0.806949806949807,0.193050193050193,0.0,0.0,78650,,311300,0.491103202846975,1977,1984,0.0,1.984,43,40,Q4
482014511002,332,1.4337349397590362,0.5908214586455619,0.0512048192771084,0.463855421686747,0.4849397590361445,0.0,67813,,168300,0.3723404255319149,1976,1191,0.0,1.191,44,41,Q3
482014512001,491,1.9164969450101832,0.4029897824840801,0.0040733197556008,0.1140529531568228,0.8431771894093686,0.0386965376782077,137784,,323400,0.1715265866209262,1970,1641,0.0,1.641,50,47,Q5 highest
482014512002,445,1.768539325842697,0.4379506702285074,0.0067415730337078,0.2179775280898876,0.7752808988764045,0.0,136034,,331000,0.0779467680608365,1976,1295,0.0,1.295,44,41,Q5 highest
482014514011,36,0.0,0.0,1.0,0.0,0.0,0.0,51250,,191300,0.6501272264631043,1986,1389,0.0,1.389,34,31,Q2
482014543022,107,0.0,0.0,1.0,0.0,0.0,0.0,55734,,119400,0.296127562642369,1987,4647,0.0,4.647,33,30,Q3
482015224013,64,0.0,0.0,1.0,0.0,0.0,0.0,50721,,178700,0.538562091503268,1970,1953,0.0,1.953,50,47,Q2
482015224014,106,0.0,0.0,1.0,0.0,0.0,0.0,47227,,338900,0.8805620608899297,1975,1600,0.0,1.6,45,42,Q2
482015224021,73,0.0273972602739726,0.1643677059831627,0.9726027397260274,0.0273972602739726,0.0,0.0,53047,,202100,0.4542682926829268,1966,3161,0.0,3.161,54,51,Q2
482015405021,558,1.5573476702508962,0.7900467846883235,0.1827956989247312,0.082437275985663,0.7293906810035843,0.0053763440860215,95323,,122300,0.1909385113268608,1978,1822,0.0,1.822,42,39,Q4
482015405022,860,2.031395348837209,0.2732811146331341,0.0,0.0220930232558139,0.9244186046511628,0.0534883720930232,74731,,143500,0.1488833746898263,1977,2099,0.0,2.099,43,40,Q4
482015405023,631,0.9144215530903328,0.8831570029457886,0.4358161648177496,0.2139461172741679,0.3502377179080824,0.0,70375,,141200,0.231578947368421,1977,1323,0.0,1.323,43,40,Q3
482015406011,1427,1.1878065872459709,0.8805470673852943,0.2985283812193413,0.2277505255781359,0.4611072179397337,0.012613875262789,73929,,156000,0.1422319474835886,1991,2734,0.0,2.734,29,26,Q4
482015407002,433,2.0115473441108547,0.1591518556186672,0.0,0.0069284064665127,0.97459584295612,0.0184757505773672,66773,,131100,0.3151969981238274,1994,3473,0.0,3.473,26,23,Q3
482015407003,168,1.8452380952380956,0.3627588109849965,0.0,0.1547619047619047,0.8452380952380952,0.0,70636,,125200,0.0670194003527336,1985,1810,0.0,1.81,35,32,Q3
482015409011,107,0.0,0.0,1.0,0.0,0.0,0.0,109028,,229400,0.1825922421948912,1993,2600,0.0,2.6,27,24,Q5 highest
482015412031,403,0.0,0.0,1.0,0.0,0.0,0.0,143293,,223400,0.0612244897959183,1986,1611,0.0,1.611,34,31,Q5 highest
482015412032,59,0.0,0.0,1.0,0.0,0.0,0.0,104545,,193300,0.0829383886255924,1985,1075,0.0,1.075,35,32,Q5 highest
482015514003,35,0.0,0.0,1.0,0.0,0.0,0.0,64583,,165900,0.4890829694323144,1999,3008,0.0,3.008,21,18,Q3
482015522002,82,0.7195121951219512,1.0573013661495896,0.6463414634146342,0.073170731707317,0.1951219512195122,0.0853658536585365,48409,,204400,0.5613107822410148,1999,2423,0.0,2.423,21,18,Q2
482015523011,38,0.7894736842105263,0.9345585671882628,0.5526315789473685,0.1052631578947368,0.3421052631578947,0.0,79309,,156500,0.2292358803986711,1982,2536,0.0,2.536,38,35,Q4
482015530022,21,1.5714285714285714,0.5070925528371099,0.0,0.4285714285714285,0.5714285714285714,0.0,100179,,281000,0.1433408577878104,1991,2531,0.0,2.531,29,26,Q4
482015534012,46,0.2608695652173913,0.4439610898213518,0.7391304347826086,0.2608695652173913,0.0,0.0,115893,,202100,0.0631741140215716,1989,1880,0.0,1.88,31,28,Q5 highest
482015535002,48,0.0,0.0,1.0,0.0,0.0,0.0,71202,,156000,0.1750524109014675,1979,2530,0.0,2.53,41,38,Q4
482015543021,44,0.25,0.4380187953915665,0.75,0.25,0.0,0.0,57372,,202200,0.6732283464566929,1982,2424,0.0,2.424,38,35,Q3
482015545011,80,0.0,0.0,1.0,0.0,0.0,0.0,101583,,251000,0.0160295930949445,2005,2739,0.0,2.739,15,12,Q5 highest
